pressure,water_melt,carbon_dioxide_melt,water_vapor,carbon_dioxide_vapor,mi_CO2,mi_S,mi_H2O,pressure
179.7811594,3.841614251,230.3765041,68.75236494,31.24763506,,,,
176.7864734,3.820771046,219.903029,69.35089435,30.64910565,,,,
173.7917874,3.799181347,209.7602068,69.9475465,30.0524535,,,,
170.7971014,3.776824585,199.9471495,70.54177061,29.45822939,,,,
167.8024155,3.753680647,190.4624375,71.13301151,28.86698849,,,,
164.8077295,3.729729962,181.3041039,71.7207135,28.2792865,,,,
161.8130435,3.704953567,172.4696232,72.30432441,27.69567559,,,,
158.8183575,3.679333165,163.9559064,72.88329971,27.11670029,,,,
155.8236715,3.65285118,155.7593018,73.45710666,26.54289334,,,,
152.8289855,3.625490788,147.8756029,74.02522839,25.97477161,,,,
149.8342995,3.59723594,140.3000616,74.58716775,25.41283225,,,,
146.8396135,3.56807137,133.0274085,75.14245104,24.85754896,,,,
143.8449275,3.537982579,126.0518791,75.69063132,24.30936868,,,,
140.8502415,3.506955811,119.3672442,76.23129148,23.76870852,,,,
137.8555556,3.47497801,112.9668476,76.76404674,23.23595326,,,,
134.8608696,3.442036754,106.8436454,77.28854687,22.71145313,,,,
131.8661836,3.408120181,100.9902501,77.80447778,22.19552222,,,,
128.8714976,3.373216895,95.39897706,78.31156269,21.68843731,,,,
125.8768116,3.337315857,90.06189237,78.80956284,21.19043716,,,,
122.8821256,3.300406264,84.97086134,79.29827766,20.70172234,,,,
119.8874396,3.262477419,80.11759746,79.77754456,20.22245544,,,,
116.8927536,3.223518576,75.49370932,80.24723826,19.75276174,,,,
113.8980676,3.183518794,71.09074855,80.70726986,19.29273014,,,,
110.9033816,3.14246676,66.9002509,81.15758543,18.84241457,,,,
107.9086957,3.100350614,62.91378061,81.59816453,18.40183547,,,,
104.9140097,3.057157759,59.12296704,82.02901843,17.97098157,,,,
101.9193237,3.012874662,55.51953991,82.45018816,17.54981184,,,,
98.92463768,2.967486635,52.09536114,82.86174255,17.13825745,,,,
95.92995169,2.920977608,48.84245241,83.26377614,16.73622386,,,,
92.9352657,2.873329882,45.75301972,83.65640716,16.34359284,,,,
89.94057971,2.824523856,42.81947376,84.03977549,15.96022451,,,,
86.94589372,2.774537737,40.03444814,84.41404075,15.58595925,,,,
83.95120773,2.723347205,37.39081243,84.77938047,15.22061953,,,,
80.95652174,2.670925049,34.88168466,85.13598843,14.86401157,,,,
77.96183575,2.617240747,32.50043876,85.48407313,14.51592687,,,,
74.96714976,2.562259989,30.24071081,85.82385649,14.17614351,,,,
71.97246377,2.505944115,28.09640336,86.15557277,13.84442723,,,,
68.97777778,2.44824947,26.06168662,86.47946774,13.52053226,,,,
65.98309179,2.389126624,24.13099873,86.7957981,13.2042019,,,,
62.9884058,2.328519452,22.29904478,87.10483126,12.89516874,,,,
59.99371981,2.26636401,20.56079413,87.40684546,12.59315454,,,,
56.99903382,2.202587165,18.91147809,87.70213036,12.29786964,,,,
54.00434783,2.137104897,17.34658447,87.99098805,12.00901195,,,,
51.00966184,2.069820183,15.86185474,88.27373483,11.72626517,,,,
48.01497585,2.000620296,14.45327899,88.55070366,11.44929634,,,,
45.02028986,1.929373353,13.11709333,88.82224778,11.17775222,,,,
42.02560386,1.855923791,11.84977343,89.08874563,10.91125437,,,,
39.03091787,1.780086378,10.64803539,89.35060777,10.64939223,,,,
36.03623188,1.70163809,9.508832075,89.60828644,10.39171356,,,,
33.04154589,1.620306877,8.4293545,89.86228925,10.13771075,,,,
30.0468599,1.535755718,7.407036056,90.11319872,9.886801285,,,,
27.05217391,1.447559282,6.439560427,90.36170141,9.638298589,,,,
24.05748792,1.354543115,5.530574466,90.62077944,9.379220561,,,,
21.06280193,1.252604772,4.710073052,90.94615687,9.053843126,,,,
18.06811594,1.144775987,3.937626315,91.25456321,8.745436793,,,,
15.07342995,1.029705641,3.207581087,91.54890491,8.451095089,,,,
12.07874396,0.905325055,2.514889708,91.83241134,8.167588657,,,,
9.084057971,0.768180616,1.8549193,92.10919203,7.890807971,,,,
6.089371981,0.61387218,1.213951617,92.40639683,7.593603171,,,,
3.09468599,0.42271823,0.60361893,92.70922902,7.290770982,,,,
0.1,0.069590122,0.019320706,93.09763956,6.902360439,,,,
