,pressure,fO2,wS_melt,wH2O_melt,wCO2_melt,XS_melt,phi_H2O,XS_fluid,XH2O_fluid,XCO2_fluid,XSO2_fluid,XH2S_fluid,phi_H2S,phi_SO2,wS_fluid,melt_fraction,vapor_fraction,crystal_fraction,DS_bulk,kd_combined_wt,kd_combined_molar,kd_RxnI,kd_RxnIa,kd_RxnII,SO2/ST,S6+/ST,water_fugacity,SO2_fugacity,H2S_fugacity,electron_balance,sulfate_m,sulfide_m,SO2_f,H2S_f,ferric,ferrous,ferric_ratio,FeOT,Fe_cr,ferric_cr,ferrous_cr,FMQ
0,850.9375,-7.431691669887221,1500.0,0.6,4000.0,0.0025339511405350554,1.5778933769057606,0.0,0.004799442912586466,0.9952005570874135,0.0,0.0,7.584844797997669,7.558036334361518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0956347033183338,64.44157503026925,0.0,0.0,0.15894620601427006,0.0,0.0,0.0,0.0,0.030850516269510395,0.12510125494556587,0.19782087775690485,11.204199051175937,0.0,0.0,0.0,-8.24169166988722
1,848.8073308270676,-7.43392459701504,1499.7166432981016,0.6,3950.104694008349,0.0025330825000369336,1.5746546320579666,0.00971364939250264,0.004818547593985728,0.9854605368727654,0.009609855847936142,0.00010379354456649654,7.543930464606484,7.5170203348507565,0.7066698733031452,0.9999490882742267,5.0911725773354705e-05,0.0,4.7111324886876345,4.7111324886876345,3.8334004303064653,0.020603787819419506,3.0296149872613807,11.745624335118283,0.9893146704835148,0.09555581562789019,64.40366610420165,613.1570413263072,6.646257170328267,0.15893981061230225,0.00044690270098972433,0.00422997330130443,1.1100373721313022e-06,1.198922390490707e-08,0.030846123227934983,0.1250977082133313,0.19780277900605947,11.204199051175937,0.0,0.0,0.0,-8.243338148536854
2,846.6771616541354,-7.436240938015976,1499.6549470999726,0.6,3939.1480266713183,0.002533012138351443,1.5714251555626237,0.009700382519453444,0.004836831415216907,0.9854511586445589,0.00959599071386545,0.00010439180558799411,7.50322447512385,7.476230613055046,0.7057199228528043,0.9999379094598494,6.209054015063335e-05,0.0,4.705688411250944,4.705688411250944,3.829477531549805,0.020716372571319072,3.0243424457069645,11.765710231534063,0.9892383825711364,0.09545115020501214,64.35354816140041,607.4217707153551,6.631811813806006,0.15894481041492237,0.000446389838565766,0.004230241481297848,1.3518469650981147e-06,1.4706323690094077e-08,0.03084203086534413,0.12510005722001985,0.1977787475082477,11.204199051175934,0.0,0.0,0.0,-8.244984627186486
3,844.546992481203,-7.438338849193425,1499.593098708615,0.6,3928.2021889197363,0.0025329414873819984,1.568204932887244,0.009696272855101913,0.004855206913183879,0.9854429364338047,0.009591258525003152,0.0001050143300987616,7.46272584739529,7.435665904433555,0.7054259394903658,0.9999267422050983,7.325779490170321e-05,0.0,4.703921664476992,4.703921664476992,3.8279614646507483,0.020829737357781635,3.021375247494424,11.782935799276213,0.9891696189176952,0.09541480239895543,64.30346538699251,602.3089061005197,6.618656975689101,0.1589448083846707,0.0004461964672361548,0.004230189753955031,1.5942072950114079e-06,1.7454915920340786e-08,0.03084038423309287,0.12509996229911308,0.19777039694293283,11.204199051175934,0.0,0.0,0.0,-8.24663110583612
4,842.4168233082706,-7.440437509694991,1499.5312020887172,0.6,3917.237969297802,0.002532870811768545,1.5649939495943868,0.009692209350439539,0.004873675419413434,0.9854285248027248,0.009586567843395191,0.00010564150704434756,7.422433603472995,7.395324951608874,0.7051395964432621,0.9999155558521546,8.444414784532853e-05,0.0,4.7022061988048485,4.7022061988048485,3.826463974285181,0.020943891953811737,3.018420854812846,11.800266021091607,0.9891003688400977,0.09537840301220767,64.25342706743955,597.2380145707316,6.605534127338526,0.15894480696425373,0.0004460028500733442,0.004230138037044041,1.8367657805010017e-06,2.0240685541416053e-08,0.030838734789794944,0.12509986721085606,0.19776203194168818,11.204199051175936,0.0,0.0,0.0,-8.248277584485754
5,840.2866541353384,-7.442536767840776,1499.4693983182185,0.6,3906.2795223824205,0.002532800275228528,1.5617921912807944,0.009688197475967308,0.004892236999453301,0.9854139726096366,0.009581924107801615,0.00010627336816569317,7.382346769599989,7.355206504325979,0.7048570236871046,0.9999043755957897,9.562440421024934e-05,0.0,4.700515885933548,4.700515885933548,3.824986821654219,0.021058840701055823,3.0154809079498808,11.817699620196377,0.9890306356337888,0.09534199934154776,64.20342562740156,592.209081704401,6.592442527856014,0.15894480872884198,0.00044580926147453265,0.004230086613935956,2.0789702469917563e-06,2.3057912792712273e-08,0.030837085006310192,0.12509977341355802,0.19775366336597416,11.204199051175934,0.0,0.0,0.0,-8.249924063135387
6,838.156484962406,-7.444636483674534,1499.4076856149381,0.6,3895.326826098306,0.0025327298748486662,1.558599643716323,0.009684241979676165,0.004910892298933413,0.9853992741259675,0.009577332025318028,0.0001069099543581358,7.342464376194681,7.315309319411478,0.7045785657923966,0.9998932014086749,0.00010679859132511975,0.0,4.698852584671891,4.698852584671891,3.82353163586986,0.02117459049657519,3.0125569228621725,11.835235451017116,0.9889604210032646,0.09530563496964863,64.15346113376523,587.2220404811438,6.579381992208125,0.15894481045503203,0.0004456159046419438,0.00423003527573009,2.320826199372288e-06,2.5906945941953806e-08,0.03083543644437078,0.12509967934122504,0.19774530123649764,11.204199051175937,0.0,0.0,0.0,-8.25157054178502
7,836.0263157894736,-7.446736658445541,1499.3460624011318,0.6,3884.3798624054634,0.0025326596080477172,1.5554162926952102,0.009680343081634613,0.004929641969438137,0.9853844245868681,0.00957279177307012,0.00010755130856449324,7.302785457835223,7.275632160733024,0.7043042418685684,0.9998820332674803,0.00011796673251969489,0.0,4.697216431698619,4.697216431698619,3.822098510293375,0.021291148310043636,3.0096489426189867,11.852874291297267,0.988889721401658,0.09526930947710513,64.10353364988663,582.276542196815,6.566352435384669,0.15894481214589956,0.00044542277707094606,0.004229984019889085,2.5623383284841697e-06,2.8788136914112123e-08,0.03083378908916072,0.1250995850050346,0.19773694546322604,11.204199051175936,0.0,0.0,0.0,-8.253217020434652
8,833.8961466165414,-7.4488372931860285,1499.2845271844872,0.6,3873.438628710165,0.002532589472341087,1.5522421241188775,0.009676501012061528,0.004948486668290958,0.9853694231106355,0.009568303537871697,0.00010819747418983034,7.263309053244114,7.236173799159081,0.7040340690188829,0.9998708711650587,0.00012912883494136095,0.0,4.695607549676728,4.695607549676728,3.820687541789554,0.021408521184549188,3.0067570132073036,11.870616923704223,0.9888185332637319,0.09523302251259838,64.05364323527714,577.3722414992244,6.553353772124639,0.15894481380335782,0.0004452298766090378,0.004229932843865768,2.803510982722146e-06,3.170183784339438e-08,0.030832142928788723,0.1250994904157635,0.19772859597167752,11.204199051175937,0.0,0.0,0.0,-8.254863499084287
9,831.765977443609,-7.450938388841889,1499.2230784659682,0.6,3862.5031223840056,0.0025325194652329346,1.5490771239264671,0.009672716006849946,0.004967427059005783,0.985354268800087,0.009563867511741079,0.00010884849510886633,7.22403420527271,7.1969330125187,0.7037680647643796,0.9998597150942532,0.0001402849057467784,0.0,4.694026063791831,4.694026063791831,3.8192988293158447,0.021526716238245064,3.0038811821742386,11.888464137680403,0.9887468530005654,0.09519677375212944,64.00378994770168,572.5087960760443,6.5403859170101795,0.15894481542723898,0.00044503720123055356,0.004229881744965337,3.0443485271749946e-06,3.46484050895814e-08,0.030830497952329033,0.12509939558322122,0.1977202526935608,11.204199051175936,0.0,0.0,0.0,-8.25650997773392
