,pressure,fO2,wS_melt,wH2O_melt,wCO2_melt,XS_melt,phi_H2O,XS_fluid,XH2O_fluid,XCO2_fluid,XSO2_fluid,XH2S_fluid,phi_H2S,phi_SO2,wS_fluid,melt_fraction,vapor_fraction,crystal_fraction,DS_bulk,kd_combined_wt,kd_combined_molar,kd_RxnI,kd_RxnIa,kd_RxnII,SO2/ST,S6+/ST,water_fugacity,SO2_fugacity,H2S_fugacity,electron_balance,sulfate_m,sulfide_m,SO2_f,H2S_f,ferric,ferrous,ferric_ratio,FeOT,Fe_cr,ferric_cr,ferrous_cr,FMQ,SCSS,SCAS,fH2,accXS_fluid,accXH2O_fluid,accXCO2_fluid,accXSO2_fluid,accXH2S_fluid,accmelt_fraction,accvapor_fraction,acccrystal_fraction,accCO2_S,d34s_melt,d34s_fluid,accd34s_fluid,alpha,SCSS_S6+,sulfide_frac,S_degassed,CO2_degassed,S_CO2_degassed
0,446.1250753,-7.984143879,3500,2.5,4000,0.005325977,1.092132123,0,0.179981652,0.820018348,0,0,2.546744597,2.65450317,0,1,0,0,0,0,0,0,0,0,0,0.973597552,876.9201498,0,0,0.086996317,0,0,0,0,0.030500113,0.084690786,0.264778847,8.275774964,0,0,0,-9.184143879,1233.538518,5049.045841,2.590707557,0,0,0,0,0,0,0,0,0,1,0,0,0,4948.307106,0,0,0,
1,444.6363627,-7.985336453,3454.103823,2.496556256,3510.545828,0.005622061,1.091008772,0.098159725,0.180041525,0.72179875,0.081174784,0.016984942,2.536373907,2.644346232,7.717753289,0.999368581,0.00063122,1.99E-07,22.04375971,22.05072368,18.43036933,1.767801907,0,18.88174622,0.826966286,0.973625198,873.3853475,954.4307744,191.5500707,0.002733071,0.010481457,0.000283935,0.00012564,2.63E-05,0.030483759,0.08463399,0.264805033,0,0,-0.030483759,-0.08463399,-9.185336453,1233.697501,5047.103161,2.583809743,0.098159725,0.180041525,0.72179875,0.081174784,0.016984942,0.999368581,0.00063122,1.99E-07,7.353308569,1.017995699,-0.354339676,-0.354339676,-1.372335375,4946.525343,0,0.013113193,0.122363543,0.107165852
2,443.14765,-7.986529028,3444.872606,2.496133501,3457.025774,0.005607523,1.089889816,0.103926756,0.180608355,0.715464889,0.085939053,0.017987703,2.526044712,2.634229402,8.157088747,0.999291122,0.00070765,1.23E-06,23.5747556,23.61564436,18.48552725,1.769998248,0,18.93794024,0.826919418,0.973647803,872.3060474,1003.211739,201.3562906,-0.081823707,0.010452877,0.000282912,0.000148863,3.12E-05,0.03048385,0.084624926,0.264826464,0,0,-0.06096761,-0.169258916,-9.186529028,1234.053607,5046.864682,2.584162385,0.103926756,0.180608355,0.715464889,0.085939053,0.017987703,0.999291122,0.00070765,1.23E-06,6.884318494,1.032424915,-1.026210457,-1.026210457,-2.058635373,4946.388734,0,0.015750684,0.135743557,0.116032647
3,441.6589374,-7.987721603,3442.798222,2.495983113,3437.939941,0.005604309,1.08877526,0.103891962,0.181133947,0.714974091,0.08586368,0.018028282,2.515756857,2.624152521,8.157467916,0.999263571,0.000732741,3.69E-06,23.56144877,23.68002783,18.52724764,1.778622085,0,18.98007888,0.826470867,0.973674832,871.0139637,995.1432306,200.3134143,-0.166432456,0.010446585,0.000282443,0.000154064,3.23E-05,0.030485957,0.084619627,0.264852115,0,0,-0.091453567,-0.253878543,-9.187721603,1234.432809,5046.779848,2.583879891,0.103891962,0.181133947,0.714974091,0.08586368,0.018028282,0.999263571,0.000732741,3.69E-06,6.881899993,1.039264783,-1.36322597,-1.36322597,-2.402490753,4946.41917,0,0.016343365,0.140515015,0.116310453
4,440.1702248,-7.988914177,3440.673727,2.495828415,3418.541952,0.005601016,1.087665107,0.104060768,0.181655092,0.71428414,0.085960085,0.018100683,2.505510189,2.614115431,8.173193042,0.999235231,0.000758527,6.24E-06,23.54620604,23.73997114,18.56799407,1.78699897,0,19.02121506,0.826056608,0.973702257,869.6879134,989.1046839,199.6235594,-0.251034332,0.010440136,0.000281967,0.000159713,3.36E-05,0.030488087,0.084614214,0.264878169,0,0,-0.121941654,-0.338492757,-9.188914177,1234.812293,5046.692583,2.583490842,0.104060768,0.181655092,0.71428414,0.085960085,0.018100683,0.999235231,0.000758527,6.24E-06,6.864105986,1.043648495,-1.531428698,-1.531428698,-2.575077193,4946.448733,0,0.016950364,0.145364512,0.116605927
5,438.6815121,-7.990106752,3438.542204,2.495672814,3399.186808,0.005597711,1.086559363,0.104229592,0.182179813,0.713590595,0.086056892,0.0181727,2.495304555,2.604117975,8.188945374,0.999206728,0.000784292,8.98E-06,23.53099841,23.80041243,18.60905214,1.795360111,0,19.06267002,0.8256474,0.973729673,868.366465,983.0953517,198.9263702,-0.335630704,0.010433665,0.000281491,0.000165375,3.49E-05,0.030490213,0.084608786,0.264904243,0,0,-0.152431867,-0.423101543,-9.190106752,1235.191856,5046.604808,2.583109535,0.104229592,0.182179813,0.713590595,0.086056892,0.0181727,0.999206728,0.000784292,8.98E-06,6.846333946,1.046743432,-1.615278665,-1.615278665,-2.662022097,4946.477743,0,0.01755937,0.150203298,0.116904026
6,437.1927995,-7.991299327,3436.403718,2.495516307,3379.876433,0.005594395,1.085458033,0.104399612,0.182708053,0.712892336,0.086154411,0.0182452,2.4851398,2.594159996,8.204817735,0.99917806,0.000810038,1.19E-05,23.51580742,23.86132625,18.65041122,1.803786467,0,19.10443054,0.825236894,0.973757085,867.04917,977.1185921,198.2314069,-0.420221543,0.01042717,0.000281014,0.000171049,3.62E-05,0.030492337,0.084603341,0.264930342,0,0,-0.182924204,-0.507704884,-9.191299327,1235.571502,5046.516523,2.582734676,0.104399612,0.182708053,0.712892336,0.086154411,0.0182452,0.99917806,0.000810038,1.19E-05,6.828496055,1.049171701,-1.65697633,-1.65697633,-2.706148031,4946.506218,0,0.018170366,0.155030892,0.11720481
7,435.7040869,-7.992491901,3434.258144,2.495358881,3360.610761,0.005591066,1.084361122,0.104570841,0.183239845,0.712189315,0.08625266,0.01831818,2.475015773,2.584241338,8.220811558,0.999149226,0.000835763,1.50E-05,23.50063317,23.92271756,18.69207432,1.812277818,0,19.14649972,0.82482516,0.973784494,865.7360205,971.1743453,197.5385827,-0.50480683,0.010420652,0.000280537,0.000176737,3.75E-05,0.030494459,0.084597878,0.264956466,0,0,-0.213418663,-0.592302762,-9.192491901,1235.951232,5046.427719,2.582366276,0.104570841,0.183239845,0.712189315,0.08625266,0.01831818,0.999149226,0.000835763,1.50E-05,6.810591854,1.05125735,-1.67760883,-1.67760883,-2.72886618,4946.53415,0,0.018783387,0.15984731,0.11750831
8,434.2153743,-7.993684476,3432.105357,2.495200524,3341.389729,0.005587726,1.083268636,0.104743288,0.183775225,0.711481487,0.086351644,0.018391644,2.464932321,2.574361845,8.236927956,0.999120223,0.000861469,1.83E-05,23.48547588,23.98459175,18.7340446,1.820834849,0,19.18888074,0.824412194,0.973811899,864.4270096,965.2624179,196.8478846,-0.589386548,0.010414111,0.00028006,0.000182439,3.89E-05,0.030496578,0.084592399,0.264982614,0,0,-0.243915242,-0.676895161,-9.193684476,1236.331043,5046.338391,2.582004349,0.104743288,0.183775225,0.711481487,0.086351644,0.018391644,0.999120223,0.000861469,1.83E-05,6.792621259,1.053168919,-1.687713224,-1.687713224,-2.740882143,4946.561533,0,0.019398469,0.164652568,0.117814558
9,432.7266616,-7.994877051,3429.945227,2.495041222,3322.213276,0.005584374,1.082180578,0.104916964,0.184314228,0.710768807,0.086451368,0.018465596,2.454889295,2.564521364,8.253168058,0.999091048,0.000887156,2.18E-05,23.47033576,24.04695427,18.77632523,1.829458256,0,19.23157683,0.823997993,0.9738393,863.1221304,959.3826173,196.1592998,-0.673960677,0.010407545,0.000279583,0.000188155,4.02E-05,0.030498695,0.084586903,0.265008787,0,0,-0.274413936,-0.761482064,-9.194877051,1236.710936,5046.248529,2.581648912,0.104916964,0.184314228,0.710768807,0.086451368,0.018465596,0.999091048,0.000887156,2.18E-05,6.774584189,1.054993972,-1.692554751,-1.692554751,-2.747548723,4946.588359,0,0.020015649,0.169446681,0.118123585
10,431.237949,-7.996069625,3427.777624,2.494880962,3303.081337,0.005581009,1.081096954,0.105091878,0.184856892,0.71005123,0.086551837,0.018540041,2.444886542,2.554719739,8.269533005,0.999061699,0.000912825,2.55E-05,23.45521304,24.10981067,18.81891944,1.838148749,0,19.27459127,0.823582552,0.973866697,861.8213762,953.5347521,195.4728157,-0.758529199,0.010400955,0.000279105,0.000193885,4.15E-05,0.030500808,0.084581389,0.265034984,0,0,-0.304914744,-0.846063454,-9.196069625,1237.09091,5046.158127,2.581299979,0.105091878,0.184856892,0.71005123,0.086551837,0.018540041,0.999061699,0.000912825,2.55E-05,6.756480559,1.056777978,-1.69476435,-1.69476435,-2.751542328,4946.614619,0,0.020634965,0.174229666,0.118435425
11,429.7492364,-7.9972622,3425.602417,2.494719729,3283.993851,0.005577631,1.08001777,0.105268039,0.185403251,0.70932871,0.086653057,0.018614982,2.434923912,2.544956818,8.286023953,0.999032175,0.000938476,2.93E-05,23.44010795,24.17316659,18.8618305,1.846907042,0,19.31792739,0.823165869,0.97389409,860.52474,947.7186315,194.7884194,-0.843092095,0.01039434,0.000278628,0.00019963,4.29E-05,0.030502919,0.084575858,0.265061205,0,0,-0.335417664,-0.930639311,-9.1972622,1237.470962,5046.067177,2.580957564,0.105268039,0.185403251,0.70932871,0.086653057,0.018614982,0.999032175,0.000938476,2.93E-05,6.738310289,1.058544546,-1.695656621,-1.695656621,-2.754201167,4946.640307,0,0.021256452,0.179001537,0.118750111
12,428.2605238,-7.998454775,3423.41947,2.494557511,3264.950757,0.00557424,1.078943031,0.105445457,0.185953344,0.708601199,0.086755032,0.018690425,2.425001257,2.535232447,8.302642073,0.999002471,0.000964109,3.34E-05,23.4250207,24.23702772,18.90506174,1.855733863,0,19.36158854,0.822747938,0.973921479,859.2322147,941.934066,194.1060981,-0.927649345,0.0103877,0.00027815,0.000205389,4.42E-05,0.030505028,0.084570308,0.265087452,0,0,-0.365922691,-1.01520962,-9.198454775,1237.851093,5045.975671,2.580621683,0.105445457,0.185953344,0.708601199,0.086755032,0.018690425,0.999002471,0.000964109,3.34E-05,6.720073296,1.06030595,-1.695888398,-1.695888398,-2.756194348,4946.665414,0,0.021880151,0.183762311,0.119067676
13,426.7718111,-7.999647349,3421.228649,2.494394292,3245.951992,0.005570837,1.077872742,0.105624142,0.186507208,0.70786865,0.086857769,0.018766372,2.415118427,2.525546475,8.319388551,0.998972586,0.000989725,3.77E-05,23.40995155,24.30139988,18.94861652,1.864629947,0,19.40557815,0.822328757,0.973948864,857.9437933,936.180867,193.4258391,-1.01220093,0.010381033,0.000277671,0.000211164,4.56E-05,0.030507133,0.084564741,0.265113722,0,0,-0.396429824,-1.099774361,-9.199647349,1238.231302,5045.8836,2.580292349,0.105624142,0.186507208,0.70786865,0.086857769,0.018766372,0.998972586,0.000989725,3.77E-05,6.701769499,1.062068594,-1.695787838,-1.695787838,-2.757856431,4946.689931,0,0.0225061,0.188512002,0.119388156
14,425.2830985,-8.000839924,3419.029814,2.494230059,3226.997496,0.005567419,1.076806909,0.105804103,0.187064881,0.707131016,0.086961273,0.01884283,2.405275273,2.51589875,8.336264586,0.998942518,0.001015325,4.22E-05,23.39490072,24.36628896,18.99249826,1.873596041,0,19.44989969,0.821908322,0.973976244,856.659469,930.4588468,192.7476293,-1.09674683,0.010374341,0.000277193,0.000216954,4.70E-05,0.030509235,0.084559155,0.265140018,0,0,-0.426939059,-1.184333516,-9.200839924,1238.611587,5045.790958,2.579969577,0.105804103,0.187064881,0.707131016,0.086961273,0.01884283,0.998942518,0.001015325,4.22E-05,6.683398816,1.063835847,-1.695518856,-1.695518856,-2.759354702,4946.713852,0,0.023134339,0.193250626,0.119711585
15,423.7943859,-8.002032499,3416.822826,2.494064797,3208.087207,0.005563989,1.075745537,0.105985351,0.187626402,0.706388247,0.087065548,0.018919802,2.395471648,2.50628912,8.353271394,0.998912262,0.001040908,4.68E-05,23.37986846,24.43170095,19.03671041,1.882632901,0,19.49455666,0.821486628,0.97400362,855.3792343,924.7678186,192.0714561,-1.181287025,0.010367621,0.000276714,0.000222761,4.84E-05,0.030511334,0.084553551,0.265166337,0,0,-0.457450393,-1.268887067,-9.202032499,1238.991948,5045.697736,2.579653382,0.105985351,0.187626402,0.706388247,0.087065548,0.018919802,0.998912262,0.001040908,4.68E-05,6.664961167,1.065609509,-1.6951633,-1.6951633,-2.760772808,4946.737167,0,0.023764907,0.197978198,0.120037999
16,422.3056733,-8.003225073,3414.607542,2.493898491,3189.221065,0.005560544,1.074688632,0.106167895,0.18819181,0.705640295,0.087170602,0.018997293,2.385707405,2.496717436,8.370410205,0.998881818,0.001066477,5.17E-05,23.36485501,24.49764191,19.08125649,1.891741294,0,19.53955264,0.821063673,0.974030992,854.1030823,919.1075967,191.3973064,-1.265821495,0.010360875,0.000276235,0.000228583,4.98E-05,0.03051343,0.084547928,0.265192682,0,0,-0.487963823,-1.353434995,-9.203225073,1239.372382,5045.603924,2.579343776,0.106167895,0.18819181,0.705640295,0.087170602,0.018997293,0.998881818,0.001066477,5.17E-05,6.64645647,1.06739057,-1.694762007,-1.694762007,-2.762152578,4946.759868,0,0.024397845,0.202694734,0.120367434
17,420.8169606,-8.004417648,3412.383819,2.493731125,3170.39901,0.005557086,1.0736362,0.106351747,0.188761144,0.70488711,0.087276439,0.019075308,2.375982396,2.487183548,8.387682264,0.998851181,0.00109203,5.68E-05,23.34986064,24.56411801,19.12614006,1.900921997,0,19.58489123,0.820639451,0.97405836,852.8310056,913.4779962,190.7251674,-1.350350219,0.010354101,0.000275756,0.000234422,5.12E-05,0.030515523,0.084542286,0.26521905,0,0,-0.518479346,-1.437977281,-9.204417648,1239.752891,5045.509516,2.579040775,0.106351747,0.188761144,0.70488711,0.087276439,0.019075308,0.998851181,0.00109203,5.68E-05,6.627884646,1.069179607,-1.694335323,-1.694335323,-2.76351493,4946.781946,0,0.025033195,0.207400247,0.120699926
18,419.328248,-8.005610223,3410.151509,2.493562685,3151.620983,0.005553613,1.072588246,0.106536915,0.189334444,0.704128641,0.087383065,0.01915385,2.366296475,2.477687307,8.405088835,0.998820349,0.00111757,6.21E-05,23.33488559,24.63113554,19.17136474,1.910175798,0,19.63057611,0.820213961,0.974085723,851.5629971,907.8788333,190.055026,-1.434873177,0.010347299,0.000275276,0.000240277,5.27E-05,0.030517612,0.084536625,0.265245443,0,0,-0.548996958,-1.522513906,-9.205610223,1240.133471,5045.414501,2.578744391,0.106536915,0.189334444,0.704128641,0.087383065,0.01915385,0.998820349,0.00111757,6.21E-05,6.609245616,1.07097698,-1.693893351,-1.693893351,-2.764870331,4946.803393,0,0.025670998,0.212094754,0.121035514
19,417.8395354,-8.006802797,3407.910463,2.493393155,3132.886923,0.005550125,1.071544777,0.106723411,0.189911752,0.703364837,0.087490486,0.019232925,2.356649497,2.468228565,8.422631194,0.99878932,0.001143095,6.76E-05,23.31993012,24.69870084,19.21693419,1.919503496,0,19.676611,0.819787197,0.974113081,850.2990493,902.3099248,189.3868694,-1.519390347,0.010340468,0.000274796,0.00024615,5.41E-05,0.030519698,0.084530944,0.265271861,0,0,-0.579516656,-1.607044851,-9.206802797,1240.514123,5045.318872,2.578454638,0.106723411,0.189911752,0.703364837,0.087490486,0.019232925,0.99878932,0.001143095,6.76E-05,6.590539299,1.07278294,-1.693441076,-1.693441076,-2.766224016,4946.824199,0,0.026311296,0.216778269,0.121374234
20,416.3508228,-8.007995372,3405.66053,2.493222518,3114.196772,0.005546623,1.070505797,0.106911245,0.190493108,0.702595646,0.087598708,0.019312538,2.347041316,2.458807173,8.440310635,0.99875809,0.001168608,7.33E-05,23.3049945,24.76682039,19.26285214,1.928905901,0,19.72299967,0.819359157,0.974140435,849.0391547,896.7710888,188.7206844,-1.603901709,0.010333608,0.000274316,0.00025204,5.56E-05,0.03052178,0.084525244,0.265298303,0,0,-0.610038437,-1.691570095,-9.207995372,1240.894845,5045.222619,2.578171528,0.106911245,0.190493108,0.702595646,0.087598708,0.019312538,0.99875809,0.001168608,7.33E-05,6.571765618,1.074597686,-1.692980925,-1.692980925,-2.76757861,4946.844356,0,0.026954134,0.221450807,0.121716126
21,414.8621101,-8.009187947,3403.401557,2.493050758,3095.55047,0.005543106,1.069471314,0.107100428,0.191078555,0.701821017,0.087707736,0.019392692,2.337471789,2.449422985,8.458128468,0.998726657,0.001194107,7.92E-05,23.29007901,24.83550076,19.30912235,1.938383835,0,19.76974595,0.818929835,0.974167784,847.7833061,891.2621441,188.0564581,-1.68840724,0.010326719,0.000273836,0.000257949,5.70E-05,0.030523859,0.084519524,0.265324769,0,0,-0.640562296,-1.776089619,-9.209187947,1241.275636,5045.125732,2.577895076,0.107100428,0.191078555,0.701821017,0.087707736,0.019392692,0.998726657,0.001194107,7.92E-05,6.552924492,1.076421386,-1.692514044,-1.692514044,-2.76893543,4946.863854,0,0.027599555,0.226112382,0.122061228
22,413.3733975,-8.010380521,3401.133388,2.492877859,3076.94796,0.005539574,1.068441333,0.10729097,0.191668135,0.701040896,0.087817576,0.019473394,2.32794077,2.440075853,8.476086021,0.998695017,0.001219595,8.54E-05,23.2751839,24.90474861,19.35574865,1.947938129,0,19.81685373,0.81849923,0.974195128,846.5314957,885.7829103,187.3941773,-1.772906919,0.010319799,0.000273355,0.000263875,5.85E-05,0.030525934,0.084513784,0.265351259,0,0,-0.67108823,-1.860603402,-9.210380521,1241.656494,5045.028203,2.577625294,0.10729097,0.191668135,0.701040896,0.087817576,0.019473394,0.998695017,0.001219595,8.54E-05,6.534015846,1.078254198,-1.692040941,-1.692040941,-2.770295139,4946.882683,0,0.028247603,0.23076301,0.122409581
23,411.8846849,-8.011573096,3398.855864,2.492703804,3058.389184,0.005536026,1.06741586,0.107482881,0.19226189,0.700255229,0.087928235,0.019554647,2.318448117,2.430765633,8.494184636,0.998663168,0.001245071,9.18E-05,23.26030947,24.97457073,19.40273493,1.957569628,0,19.86432695,0.818067337,0.974222467,845.2837161,880.333208,186.7338289,-1.857400723,0.010312849,0.000272874,0.00026982,6.00E-05,0.030528005,0.084508023,0.265377774,0,0,-0.701616235,-1.945111425,-9.211573096,1242.037419,5044.930023,2.577362194,0.107482881,0.19226189,0.700255229,0.087928235,0.019554647,0.998663168,0.001245071,9.18E-05,6.5150396,1.080096274,-1.691561799,-1.691561799,-2.771658073,4946.900835,0,0.028898324,0.235402704,0.122761226
24,410.3959722,-8.012765671,3396.568826,2.492528576,3039.874084,0.005532462,1.066394901,0.107676174,0.192859865,0.699463961,0.088039717,0.019636457,2.308993687,2.421492178,8.512425676,0.998631106,0.001270537,9.84E-05,23.245456,25.044974,19.45008513,1.967279189,0,19.91216962,0.817634152,0.974249802,844.0399594,874.9128588,186.0753999,-1.941888631,0.010305868,0.000272392,0.000275784,6.15E-05,0.030530072,0.084502241,0.265404313,0,0,-0.732146307,-2.029613666,-9.212765671,1242.41841,5044.83118,2.577105788,0.107676174,0.192859865,0.699463961,0.088039717,0.019636457,0.998631106,0.001270537,9.84E-05,6.495995679,1.081947763,-1.691076643,-1.691076643,-2.773024406,4946.918298,0,0.029551764,0.240031479,0.123116202
25,408.9072596,-8.013958245,3394.272108,2.492352157,3021.402602,0.005528882,1.065378464,0.107870859,0.193462103,0.698667038,0.08815203,0.019718828,2.299577336,2.412255345,8.530810519,0.998598829,0.001295992,0.00010518,23.23062378,25.11596542,19.49780325,1.977067678,0,19.96038578,0.817199672,0.974277131,842.800218,869.5216849,185.4188768,-2.02637062,0.010298856,0.00027191,0.000281767,6.30E-05,0.030532135,0.084496439,0.265430877,0,0,-0.762678442,-2.114110105,-9.213958245,1242.799465,5044.731667,2.57685609,0.107870859,0.193462103,0.698667038,0.08815203,0.019718828,0.998598829,0.001295992,0.00010518,6.476884005,1.083808815,-1.690585414,-1.690585414,-2.774394229,4946.935064,0,0.030207969,0.24464935,0.123474553
26,407.418547,-8.01515082,3391.965546,2.49217453,3002.974682,0.005525286,1.064366553,0.108066946,0.19406865,0.697864404,0.08826518,0.019801766,2.290198924,2.403054987,8.54934056,0.998566332,0.001321437,0.000112231,23.21581311,25.18755211,19.54589336,1.986935978,0,20.00897957,0.816763894,0.974304456,841.564484,864.1595096,184.7642466,-2.110846666,0.010291811,0.000271428,0.000287769,6.46E-05,0.030534194,0.084490615,0.265457465,0,0,-0.793212636,-2.19860072,-9.21515082,1243.180583,5044.631471,2.576613109,0.108066946,0.19406865,0.697864404,0.08826518,0.019801766,0.998566332,0.001321437,0.000112231,6.457704503,1.085679582,-1.690088012,-1.690088012,-2.775767593,4946.951122,0,0.030866987,0.249256329,0.123836321
27,405.9298344,-8.016343395,3389.648971,2.491995675,2984.590268,0.005521674,1.063359176,0.108264448,0.19467955,0.697056002,0.088379172,0.019885276,2.280858309,2.393890964,8.568017213,0.998533613,0.001346874,0.000119513,23.20102428,25.25974128,19.59435956,1.996884979,0,20.05795517,0.816326812,0.974331775,840.3327494,858.8261568,184.1114959,-2.195316747,0.010284733,0.000270946,0.000293792,6.61E-05,0.030536249,0.08448477,0.265484077,0,0,-0.823748885,-2.28308549,-9.216343395,1243.561762,5044.530584,2.576376859,0.108264448,0.19467955,0.697056002,0.088379172,0.019885276,0.998533613,0.001346874,0.000119513,6.438457097,1.087560216,-1.689584312,-1.689584312,-2.777144528,4946.966462,0,0.031528865,0.253852433,0.124201549
28,404.4411217,-8.017535969,3387.322211,2.491815576,2966.249304,0.005518044,1.062356339,0.108463375,0.195294851,0.696241774,0.088494012,0.019969363,2.27155535,2.38476313,8.586841911,0.998500668,0.001372302,0.00012703,23.1862576,25.33254029,19.64320604,2.006915588,0,20.10731682,0.815888425,0.974359089,839.1050063,853.5214515,183.4606114,-2.279780838,0.010277623,0.000270463,0.000299835,6.77E-05,0.030538299,0.084478903,0.265510713,0,0,-0.854287184,-2.367564392,-9.217535969,1243.943002,5044.428995,2.57614735,0.108463375,0.195294851,0.696241774,0.088494012,0.019969363,0.998500668,0.001372302,0.00012703,6.419141713,1.089450874,-1.689074179,-1.689074179,-2.778525053,4946.981073,0,0.032193654,0.258437674,0.124570282
29,402.9524091,-8.018728544,3384.985093,2.491634212,2947.951733,0.005514398,1.061358049,0.108663739,0.195914597,0.695421664,0.088609708,0.020054031,2.262289908,2.375671345,8.605816104,0.998467495,0.001397722,0.000134783,23.17151339,25.40595659,19.69243706,2.017028724,0,20.15706882,0.815448728,0.974386398,837.8812466,848.2452193,182.8115798,-2.364238916,0.010270478,0.000269979,0.000305899,6.92E-05,0.030540345,0.084473014,0.265537374,0,0,-0.88482753,-2.452037406,-9.218728544,1244.324301,5044.326693,2.575924592,0.108663739,0.195914597,0.695421664,0.088609708,0.020054031,0.998467495,0.001397722,0.000134783,6.399758276,1.091351713,-1.68855747,-1.68855747,-2.779909184,4946.994945,0,0.032861402,0.263012067,0.124942564
30,401.4636965,-8.019921118,3382.637439,2.491451566,2929.697502,0.005510734,1.060364312,0.108865552,0.196538838,0.69459561,0.088726265,0.020139287,2.253061841,2.366615466,8.624941261,0.998434088,0.001423136,0.000142776,23.15679196,25.47999777,19.7420569,2.027225316,0,20.20721555,0.815007718,0.974413702,836.6614621,842.9972869,182.1643875,-2.448690956,0.010263299,0.000269495,0.000311984,7.08E-05,0.030542387,0.084467102,0.265564058,0,0,-0.915369916,-2.536504508,-9.219921118,1244.705657,5044.223668,2.575708598,0.108865552,0.196538838,0.69459561,0.088726265,0.020139287,0.998434088,0.001423136,0.000142776,6.380306713,1.093262894,-1.688034038,-1.688034038,-2.781296932,4947.008067,0,0.03353216,0.267575625,0.125318441
31,399.9749839,-8.021113693,3380.27907,2.491267616,2911.486554,0.005507052,1.059375134,0.109068824,0.19716762,0.693763555,0.08884369,0.020225135,2.243871012,2.357595351,8.644218871,0.998400446,0.001448542,0.000151011,23.14209365,25.55467154,19.79206996,2.037506311,0,20.25776146,0.814565392,0.974441,835.4456445,837.7774815,181.5190211,-2.533136934,0.010256085,0.000269011,0.000318091,7.24E-05,0.030544423,0.084461168,0.265590767,0,0,-0.94591434,-2.620965676,-9.221113693,1245.08707,5044.119908,2.575499376,0.109068824,0.19716762,0.693763555,0.08884369,0.020225135,0.998400446,0.001448542,0.000151011,6.360786951,1.09518458,-1.687503728,-1.687503728,-2.782688308,4947.020428,0,0.03420598,0.272128361,0.12569796
32,398.4862712,-8.022306268,3377.909803,2.491082344,2893.318836,0.005503352,1.058390524,0.109273569,0.197800993,0.692925438,0.088961989,0.02031158,2.234717282,2.348610862,8.663650441,0.998366565,0.001473943,0.000159492,23.12741877,25.62998575,19.84248066,2.047872666,0,20.30871104,0.814121745,0.974468293,834.2337853,832.5856313,180.875467,-2.617576825,0.010248836,0.000268526,0.00032422,7.40E-05,0.030546455,0.084455211,0.2656175,0,0,-0.976460795,-2.705420887,-9.222306268,1245.468538,5044.015402,2.575296937,0.109273569,0.197800993,0.692925438,0.088961989,0.02031158,0.998366565,0.001473943,0.000159492,6.341198918,1.097116937,-1.686966386,-1.686966386,-2.784083323,4947.032016,0,0.034882913,0.276670291,0.126081168
33,396.9975586,-8.023498842,3375.529453,2.49089573,2875.194295,0.005499634,1.057410487,0.109479797,0.198439006,0.692081197,0.089081168,0.020398629,2.225600512,2.339661857,8.683237497,0.99833244,0.001499339,0.000168221,23.11276767,25.70594836,19.89329352,2.058325352,0,20.36006887,0.813676775,0.97449558,833.0258763,827.4215653,180.2337117,-2.702010604,0.010241551,0.000268041,0.000330371,7.57E-05,0.030548482,0.084449231,0.265644257,0,0,-1.007009277,-2.789870118,-9.223498842,1245.850059,5043.910139,2.575101291,0.109479797,0.198439006,0.692081197,0.089081168,0.020398629,0.99833244,0.001499339,0.000168221,6.321542542,1.099060133,-1.686421852,-1.686421852,-2.785481986,4947.042819,0,0.035563013,0.281201426,0.126468112
34,395.508846,-8.024691417,3373.13783,2.490707751,2857.112875,0.005495897,1.056435031,0.109687521,0.199081709,0.69123077,0.089201235,0.020486286,2.216520565,2.330748197,8.702981588,0.998298068,0.001524731,0.000177202,23.09814069,25.78256747,19.94451311,2.068865357,0,20.4118396,0.813230477,0.974522861,831.8219087,822.2851131,179.5937416,-2.786438246,0.010234228,0.000267555,0.000336545,7.73E-05,0.030550504,0.084443227,0.265671039,0,0,-1.037559781,-2.874313344,-9.224691417,1246.231633,5043.804107,2.574912446,0.109687521,0.199081709,0.69123077,0.089201235,0.020486286,0.998298068,0.001524731,0.000177202,6.301817752,1.10101434,-1.685869965,-1.685869965,-2.786884305,4947.052827,0,0.036246334,0.285721781,0.126858842
35,394.0201334,-8.025883992,3370.734743,2.490518389,2839.074526,0.005492142,1.055464162,0.109896753,0.199729152,0.690374095,0.089322196,0.020574557,2.207477304,2.321869744,8.722884279,0.998263445,0.001550119,0.000186437,23.08353818,25.85985133,19.99614408,2.07949368,0,20.46402795,0.812782849,0.974550137,830.6218739,817.1761054,178.9555429,-2.870859723,0.010226869,0.000267069,0.000342743,7.89E-05,0.030552521,0.084437199,0.265697844,0,0,-1.068112301,-2.958750544,-9.225883992,1246.613256,5043.697295,2.574730413,0.109896753,0.199729152,0.690374095,0.089322196,0.020574557,0.998263445,0.001550119,0.000186437,6.282024479,1.102979732,-1.68531056,-1.68531056,-2.788290292,4947.062027,0,0.036932931,0.290231369,0.127253408
