,pressure,fO2,wS_melt,wH2O_melt,wCO2_melt,XS_melt,phi_H2O,XS_fluid,XH2O_fluid,XCO2_fluid,XSO2_fluid,XH2S_fluid,phi_H2S,phi_SO2,wS_fluid,melt_fraction,vapor_fraction,crystal_fraction,DS_bulk,kd_combined_wt,kd_combined_molar,kd_RxnI,kd_RxnIa,kd_RxnII,SO2/ST,S6+/ST,water_fugacity,SO2_fugacity,H2S_fugacity,electron_balance,sulfate_m,sulfide_m,SO2_f,H2S_f,ferric,ferrous,ferric_ratio,FeOT,Fe_cr,ferric_cr,ferrous_cr,FMQ,SCSS,SCAS,fH2,accXS_fluid,accXH2O_fluid,accXCO2_fluid,accXSO2_fluid,accXH2S_fluid,accmelt_fraction,accvapor_fraction,acccrystal_fraction,accCO2_S
0,523.2275316706766,-7.922378811609987,3500.0,2.5,4500.0,0.005367224544999979,1.1562246414512531,0.0,0.17833882598651782,0.8216611740134822,0.0,0.0,3.144576121626707,3.239494203074705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8366913293722128,1078.89383677114,0.0,0.0,0.1326445668643702,0.0,0.0,0.0,0.0,0.033312788587028165,0.11838402491028308,0.21960110973338684,10.898505868900829,0.0,0.0,0.0,-9.122378811609988,834.0582780648638,4280.463300066084,2.968619399642955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,522.704781388724,-7.902844771810188,3320.5489635553413,2.4942640033737606,3528.1467141101475,0.00508324261829836,1.155751523471866,0.17702656589976934,0.17771962336737052,0.6433254770160863,0.14871314344600675,0.02831342245376259,3.1400947128368686,3.235110510621332,13.516850417243594,0.9978594224331325,0.0014547845765664705,0.0006857929903009971,26.246728673512163,38.61957262069598,32.98288797413637,1.2465293393829082,0.0,38.73142779531268,0.8400611664703852,0.8466438470432366,1073.6341859266302,2514.7507545033895,464.7202417178474,0.1326445668643702,0.0087488055364006,0.0015847078611801587,0.000515173909651255,9.808370802415566e-05,0.033487241143146704,0.11789789238594284,0.22120561221892993,10.899444639951502,0.0,6.844526690315535e-05,0.00024323470131855962,-9.12279757526301,835.2655536576078,4278.632476835515,2.88845177251183,0.17702656589976934,0.17771962336737052,0.6433254770160863,0.14871314344600675,0.02831342245376259,0.9978594224331325,0.0014547845765664705,0.0006857929903009971,3.6340617790684067
2,522.1820311067713,-7.906420220312845,3330.3518785355127,2.4942640033737606,3569.036746294621,0.005097873325494219,1.1552789271784658,0.16807892602541047,0.1780116941154353,0.6536569205533236,0.14090958929526012,0.027169336730150335,3.135619525837378,3.2307329112982535,12.857651259840324,0.9979786220978986,0.0013677524901609922,0.0006536254119405119,26.200631201984596,38.72146262849719,33.06529682851843,1.2494662072906626,0.0,38.89293875054575,0.8383536986305896,0.8451885140157849,1073.8838427165879,2377.187993433986,444.86098560138794,0.1326445668643702,0.008760597009420428,0.0016046609941411465,0.00045979600837997364,8.865509183110465e-05,0.033454696585311965,0.11794781783155336,0.2209652641117915,10.899394040024072,0.0,6.460051698180536e-05,0.00022969856346412933,-9.123216338916032,835.23132741839,4278.60071618684,2.901040698637787,0.16807892602541047,0.1780116941154353,0.6536569205533236,0.14090958929526012,0.027169336730150335,0.9979786220978986,0.0013677524901609922,0.0006536254119405119,3.888987965418714
3,521.6592808248188,-7.906541896735259,3328.059566611745,2.4942640033737606,3557.993061165517,0.005094461318908379,1.154806852674093,0.1686409715486039,0.17815664330324707,0.6525890626177532,0.141383156187356,0.027257815361247908,3.1311505525044843,3.226361396565876,12.904053954878703,0.9979496384460257,0.0013862875122003858,0.0006640740417739053,26.19744328711429,38.74681843094948,33.08065163275802,1.2511787685897107,0.0,38.902264915221075,0.8383677755711224,0.8453799377847719,1073.2436116893805,2379.565279557166,445.22745123614123,0.1326445668643702,0.008756295489864525,0.0016015271866582517,0.00046771663238625536,9.017293113809663e-05,0.03345853141918638,0.11793975706604427,0.22099676128406406,10.899406361698079,0.0,6.553430108157804e-05,0.00023299071099902415,-9.123635102569056,835.3351825260621,4278.608447591962,2.8997173271136263,0.1686409715486039,0.17815664330324707,0.6525890626177532,0.141383156187356,0.027257815361247908,0.9979496384460257,0.0013862875122003858,0.0006640740417739053,3.8696946336654072
4,521.1365305428661,-7.906947949943894,3326.947634144969,2.4942640033737606,3552.318386727202,0.005092808200099814,1.1543352999768373,0.16863437170548978,0.178303878315761,0.6524803959779091,0.14135728252622745,0.02727708917926232,3.1266877847246954,3.221995957896897,12.90451299722095,0.9979352481465147,0.0013947199759934024,0.0006700318774919258,26.192061696829178,38.7748859025347,33.101511847698966,1.2529285528852345,0.0,38.924166196835955,0.8382471562387045,0.8454350132010596,1072.6160316176017,2373.5298410045293,444.4614081458319,0.1326445668643702,0.008753813978648585,0.00160039875439654,0.0004705106791618768,9.079236333587938e-05,0.033459440683688293,0.11793674957466246,0.221005829978887,10.89941247503067,0.0,6.599800242647448e-05,0.00023462523653402484,-9.124053866222077,835.4272182707024,4278.612284127017,2.899376816451144,0.16863437170548978,0.178303878315761,0.6524803959779091,0.14135728252622745,0.02727708917926232,0.9979352481465147,0.0013947199759934024,0.0006700318774919258,3.8692016898988335
5,520.6137802609135,-7.907327061671025,3325.726662141896,2.4942640033737606,3546.15454305999,0.00509099253314716,1.1538642692310426,0.16868347206351786,0.17845124069288731,0.6522830909720557,0.141380224921157,0.027303247142360848,3.1222312143947404,3.2176365867763472,12.909401306684046,0.9979194818376078,0.0014040859788499256,0.000676432183542324,26.186793744721296,38.802538321291564,33.12189767134993,1.254679433785132,0.0,38.94492850645934,0.8381391679436158,0.8455029887469975,1071.9880800570447,2368.32510755196,443.80789207637855,0.1326445668643702,0.00875116668940523,0.0015990825774532093,0.0004737886978838339,9.149773187016508e-05,0.03346062774357791,0.11793326360536859,0.2210170268128903,10.899419169615621,0.0,6.650607480741199e-05,0.0002364160735573598,-9.1244726298751,835.5203850060755,4278.616485925463,2.898944429218433,0.16868347206351786,0.17845124069288731,0.6522830909720557,0.141380224921157,0.027303247142360848,0.9979194818376078,0.0014040859788499256,0.000676432183542324,3.8669057673085967
6,520.0910299789608,-7.907708406925076,3324.5151456016156,2.4942640033737606,3540.041091331568,0.005089190887235106,1.1533937604055693,0.16872756158340738,0.1785989102975778,0.6520935695516882,0.14139876140623409,0.027328800177173297,3.1177808334215924,3.2132832747015168,12.913892919210669,0.9979038153594684,0.0014133626684540619,0.0006828219720775547,26.181511192893765,38.830289531051314,33.142370664429755,1.2564346230606032,0.0,38.96583802521842,0.8380300176171052,0.8455698887971421,1071.3608345984787,2363.0558290698664,443.1446511267413,0.1326445668643702,0.008748533592925043,0.0015977827894738045,0.000477022789491876,9.219642636421653e-05,0.03346179179390767,0.11792981515160617,0.22102805082154017,10.899425818384607,0.0,6.701096686213373e-05,0.00023819558493527122,-9.124891393528122,835.6134729445004,4278.620659473288,2.8985204755641356,0.16872756158340738,0.1785989102975778,0.6520935695516882,0.14139876140623409,0.027328800177173297,0.9979038153594684,0.0014133626684540619,0.0006828219720775547,3.8647720824753202
7,519.5682796970082,-7.908089274701324,3323.302102502611,2.4942640033737606,3533.9281643809577,0.005087386897003004,1.1529237736610543,0.16877222015134405,0.17874687126960698,0.6519029060726613,0.14141778541908806,0.027354434732255985,3.1133366337224357,3.2089360131819618,12.918432270538743,0.9978881118319695,0.0014226447497117487,0.0006892434183187848,26.17622681816909,38.85809420248852,33.162878715094905,1.2581938359238372,0.0,38.9867753075373,0.8379209877802977,0.8456370113775886,1070.7341944910302,2357.8040981546787,442.4828630874042,0.1326445668643702,0.008745898029685792,0.0015964804518783593,0.0004802618642134619,9.289702691982267e-05,0.03346296079386372,0.11792635629535471,0.2210391158191364,10.899432479449404,0.0,6.751708933577254e-05,0.00023997931875705556,-9.125310157181145,835.7065944720582,4278.624841245222,2.898095635867058,0.16877222015134405,0.17874687126960698,0.6519029060726613,0.14141778541908806,0.027354434732255985,0.9978881118319695,0.0014226447497117487,0.0006892434183187848,3.862619721942846
8,519.0455294150556,-7.908469916691305,3322.0885474847614,2.4942640033737606,3527.8203806575652,0.005085582074432792,1.152454309056834,0.16881693068117426,0.17889512601820518,0.651711927756331,0.14143684346932756,0.027380087211846694,3.108898607224659,3.204594793739489,12.922978169652113,0.9978723838564948,0.001431923447770203,0.00069569269573497,26.17093942151042,38.88595671130973,33.183426796303785,1.2599571128625549,0.0,39.007751588717774,0.8378119593729825,0.8457042358821937,1070.108168719372,2352.56229890592,441.8214943527164,0.1326445668643702,0.008743261530513868,0.001595177322631242,0.0004835013851225417,9.35987382564485e-05,0.03346413214462819,0.11792289147264493,0.22105020195938355,10.899439147444625,0.0,6.802403634671833e-05,0.00024176584369141286,-9.125728920834169,835.7997391799662,4278.629027875892,2.8976707762375433,0.16881693068117426,0.17889512601820518,0.651711927756331,0.14143684346932756,0.027380087211846694,0.9978723838564948,0.001431923447770203,0.00069569269573497,3.8604654469589117
9,518.522779133103,-7.908850308316773,3320.8743813924953,2.4942565049496945,3521.717309829197,0.005083776271654173,1.1519853666696336,0.16886174120438857,0.1790436752475999,0.6515205567298317,0.14145597775368668,0.027405763450701903,3.1044667458658655,3.2002596079081393,12.927534456400336,0.9978566301435557,0.001441199595719002,0.000702170260725278,26.165649101794514,38.91387683265729,33.20401455190793,1.2617244640935754,0.0,39.02876591139798,0.8377029441054369,0.845771573936571,1069.4827560267645,2347.3311123039566,441.16063897575515,0.1326445668643702,0.008740623942024517,0.0015938732335450464,0.0004867417880259543,9.430163727289589e-05,0.03346530609832011,0.11791942024308238,0.2210613111843874,10.899445822900473,0.0,6.853184964187365e-05,0.00024355530626687005,-9.12614768448719,835.8929978083708,4278.6300619036565,2.8972458130737335,0.16886174120438857,0.1790436752475999,0.6515205567298317,0.14145597775368668,0.027405763450701903,0.9978566301435557,0.001441199595719002,0.000702170260725278,3.858307702401562
