,pressure,fO2,wS_melt,wH2O_melt,wCO2_melt,XS_melt,phi_H2O,XS_fluid,XH2O_fluid,XCO2_fluid,XSO2_fluid,XH2S_fluid,phi_H2S,phi_SO2,wS_fluid,melt_fraction,vapor_fraction,crystal_fraction,DS_bulk,kd_combined_wt,kd_combined_molar,kd_RxnI,kd_RxnIa,kd_RxnII,SO2/ST,S6+/ST,water_fugacity,SO2_fugacity,H2S_fugacity,electron_balance,sulfate_m,sulfide_m,SO2_f,H2S_f,ferric,ferrous,ferric_ratio,FeOT,Fe_cr,ferric_cr,ferrous_cr,FMQ,SCSS,SCAS,fH2,accXS_fluid,accXH2O_fluid,accXCO2_fluid,accXSO2_fluid,accXH2S_fluid,accmelt_fraction,accvapor_fraction,acccrystal_fraction,accCO2_S,d34s_melt,d34s_fluid,accd34s_fluid,alpha,SCSS_S6+,sulfide_frac
0,253.78456231326066,-8.203251049752598,1303.6023199742742,3.5,1400.0,0.0019196598857273903,1.0071827135447144,0.0,0.4884766501177051,0.5115233498822949,0.0,0.0,1.5754986310195813,1.682621302338272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09869021241949649,1248.582582824928,0.0,0.0,0.1633883188960838,0.0,0.0,0.0,0.0,0.027627511960892224,0.1296577171466185,0.17565229816976466,11.3,0.0,0.0,0.0,-8.703251049752598,1174.9495301054646,6468.007930951283,10.273437808850165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1303.6023199742742,0.0005385184535939835
1,253.3625513578128,-8.203577236065351,1303.7595752841535,3.496759775189827,1311.4570625066196,0.0020998220795305947,1.0070271601873502,0.032197532474005044,0.48838130620949094,0.47942116131650364,0.007660016149465689,0.024537516324539356,1.5737128522306905,1.6808747171050213,3.3066839069396288,0.9998687231374923,0.0001312768625077376,0.0,25.365741194790786,25.365741194790786,16.77251929541929,6.639404148878939,0.0,109.31598511894605,0.2379069313976178,0.09868964325462315,1246.0705724773434,32.62176491967815,97.83596137265056,0.1590425846458785,0.0004012183885858122,0.003664237472376751,3.220747819670915e-06,1.0317099946050657e-05,0.027624874624457948,0.12963970657165674,0.17565859022006178,0.0,0.0,0.0,0.0,-8.703577236065351,1175.0920079095613,6466.375666359343,10.256619791385344,0.032197532474005044,0.48838130620949094,0.47942116131650364,0.007660016149465689,0.024537516324539356,0.9998687231374923,0.0001312768625077376,0.0,14.889996980469496,1.0000427589274625,1.354502249565041,1.354502249565041,0.3544594906375784,1303.7595752841535,0.0005385565620574557
2,252.94054040236497,-8.203903422378103,1303.684930300307,3.496159795715375,1296.120618359459,0.0020997651050866186,1.0068720246528817,0.0352305040503916,0.4891988820694207,0.47557061388018773,0.008386639292420704,0.0268438647579709,1.5719291356119063,1.6791300401413325,3.6216281651950504,0.99984488673734,0.00015511326266001382,0.0,27.778343751805,27.778343751805,16.777851987472776,6.635337428803629,0.0,109.5470013498017,0.2380505053355171,0.09855553950089879,1245.8856175915198,35.61973941455721,106.73244244730083,0.1590666429356729,0.000400640704380909,0.0036644854814207044,4.170524294017768e-06,1.3348969261098523e-05,0.027625205800825274,0.12963562628163044,0.17566488384304557,0.0,0.0,0.0,0.0,-8.703903422378103,1175.1995586553687,6466.073413603987,10.25894927626135,0.0352305040503916,0.4891988820694207,0.47557061388018773,0.008386639292420704,0.0268438647579709,0.99984488673734,0.00015511326266001382,0.0,13.498830820017789,1.0000337280274305,1.532266645122971,1.532266645122971,0.5322329170955403,1303.684930300307,0.0005388464176657871
3,252.5185294469171,-8.204229608690854,1303.6046995256117,3.4959576392629885,1291.0319234423966,0.002099657184786901,1.0067173065435777,0.03526047655655672,0.48994818856690997,0.4747913348765333,0.008386908633551153,0.026873567923005572,1.570147479251002,1.677387269498387,3.627008141812311,0.9998371254077856,0.00016287459221437398,0.0,27.821201714564733,27.821201714564737,16.79258145167727,6.649423010340859,0.0,109.70768110017501,0.237855793585172,0.09842159793245087,1245.5206793865718,35.52454351518896,106.55136754156531,0.15907293253047955,0.0004000684868983369,0.0036647759710519766,4.382120965984376e-06,1.4041314931595369e-05,0.02762598133927952,0.129633630000679,0.17567117903883536,0.0,0.0,0.0,0.0,-8.704229608690854,1175.3018419260486,6465.971571974746,10.259796477507315,0.03526047655655672,0.48994818856690997,0.4747913348765333,0.008386908633551153,0.026873567923005572,0.9998371254077856,0.00016287459221437398,0.0,13.465255754980582,1.0000011339827952,1.621236985995539,1.621236985995539,0.6212358520127437,1303.6046995256117,0.0005390941172422056
4,252.09651849146928,-8.204555795003605,1303.5245451415208,3.49576861985992,1286.3211628501936,0.002099547901998645,1.0065630065164357,0.03528735226940727,0.49067690226639665,0.4740357454641962,0.008387357947087948,0.02689999432231932,1.5683678812388893,1.6756464032301546,3.6320095445351837,0.9998299190910628,0.0001700809089372411,0.0,27.861279925247967,27.861279925247967,16.806244621780323,6.663462199156442,0.0,109.85816716846453,0.23768736977071112,0.09828781840735457,1245.0976914372543,35.43026531153434,106.35721976403215,0.1590788956674035,0.0003994972490786091,0.0036650679793700466,4.579071341006987e-06,1.4686030315106504e-05,0.027626772445541427,0.12963170544724026,0.17567747580755086,0.0,0.0,0.0,0.0,-8.704555795003605,1175.4039613591215,6465.876348067309,10.26016451186686,0.03528735226940727,0.49067690226639665,0.4740357454641962,0.008387357947087948,0.02689999432231932,0.9998299190910628,0.0001700809089372411,0.0,13.433587814837736,0.9999602722442362,1.6658465589451983,1.6658465589451983,0.6658862867009622,1303.5245451415208,0.0005393396202301587
5,251.67450753602142,-8.204881981316358,1303.4446686447652,3.4955790288508077,1281.6286730895797,0.0020994390427820455,1.0064091249820666,0.03531374726235809,0.4914070433621074,0.4732792093755346,0.008387985440626765,0.026925761821731325,1.5665903396696235,1.6739074393933924,3.6369707539100973,0.9998227256931845,0.00017727430681544712,0.0,27.901053090758946,27.901053090758943,16.81969114814742,6.677266371716012,0.0,110.00880690135723,0.23752748124716158,0.098154200783661,1244.6727177071423,35.33689084413872,106.16043060854848,0.15908486539727265,0.00039892683454011943,0.0036653600870087933,4.776042952134623e-06,1.5331284953914546e-05,0.027627564141881666,0.12962978233566672,0.1756837741493117,0.0,0.0,0.0,0.0,-8.704881981316358,1175.5060989282144,6465.780835796845,10.260515005372351,0.03531374726235809,0.4914070433621074,0.4732792093755346,0.008387985440626765,0.026925761821731325,0.9998227256931845,0.00017727430681544712,0.0,13.402123707217447,0.9999167517797463,1.6882875596539173,1.6882875596539173,0.688370807874171,1303.4446686447652,0.0005395843120519359
6,251.2524965805736,-8.20520816762911,1303.3650778224887,3.4953883128382555,1276.9403417047658,0.00209933067768322,1.0062556621523233,0.03534027826722737,0.4921393914904275,0.47252033024234497,0.008388650137560542,0.026951628129666824,1.5648148526404282,1.672170376047645,3.6419588548047463,0.9998155236851021,0.00018447631489789884,0.0,27.94103150225327,27.94103150225327,16.833200463108774,6.691105033243373,0.0,110.1599721409701,0.23736797073665702,0.09802074491939639,1244.2477122719117,35.24382149248487,105.9640017659429,0.15909085777853757,0.00039835723600031175,0.0036656522379930317,4.973550389486995e-06,1.597936239841731e-05,0.027628355833430117,0.129627857874627,0.1756900740642375,0.0,0.0,0.0,0.0,-8.70520816762911,1175.6082619924014,6465.684756367085,10.260864053206584,0.03534027826722737,0.4921393914904275,0.47252033024234497,0.008388650137560542,0.026951628129666824,0.9998155236851021,0.00018447631489789884,0.0,13.370588841133555,0.9998726486518913,1.6996450609187632,1.6996450609187632,0.699772412266872,1303.3650778224887,0.0005398282483247454
7,250.83048562512573,-8.20553435394186,1303.2857727835449,3.4951964398713917,1272.255621780472,0.0020992228095747705,1.0061026183396655,0.03536696770248782,0.49287398653874764,0.47175904575876454,0.008389347268333597,0.02697762043415422,1.56304141825166,1.6704352112552308,3.6469764014356176,0.9998083121079839,0.0001916878920160338,0.0,27.981234601809053,27.981234601809053,16.846782681001027,6.704987644629563,0.0,110.31168050146796,0.23720855400740123,0.09788745067256599,1243.8227480564685,35.151035792946004,105.76803728162288,0.15909687367388953,0.0003977884520539467,0.0036659444301573906,5.171621550082396e-06,1.663038121378519e-05,0.027629147493677873,0.12962593193981997,0.17569637555244796,0.0,0.0,0.0,0.0,-8.70553435394186,1175.7104509879387,6465.588093674457,10.261212255747386,0.03536696770248782,0.49287398653874764,0.47175904575876454,0.008389347268333597,0.02697762043415422,0.9998083121079839,0.0001916878920160338,0.0,13.338973522617819,0.9998286548744295,1.7054608947161323,1.7054608947161323,0.7056322398417028,1303.2857727835449,0.0005400714321879203
8,250.40847466967787,-8.205860540254612,1303.2067533382465,3.4950033983142124,1267.5744958529226,0.0020991154386914832,1.0059499939569894,0.035393817058339244,0.49361083899563024,0.4709953439460306,0.008390076743944442,0.027003740314394804,1.5612700346068742,1.6687019430812708,3.6520236652447275,0.9998010908051828,0.00019890919481720297,0.0,28.021664484564823,28.02166448456482,16.860438490332907,6.718914745382823,0.0,110.46393555566884,0.2370492204928101,0.09775431790114963,1243.3978233314963,35.05853206180839,105.57253989202823,0.15910291336123042,0.0003972204815263725,0.0036662366634362337,5.370265159940171e-06,1.728437655866888e-05,0.027629939118280954,0.12962400451095132,0.17570267861406286,0.0,0.0,0.0,0.0,-8.705860540254612,1175.8126660814944,6465.490841849452,10.261559598166443,0.035393817058339244,0.49361083899563024,0.4709953439460306,0.008390076743944442,0.027003740314394804,0.9998010908051828,0.00019890919481720297,0.0,13.307277459497914,0.9997849449043759,1.7085057925299045,1.7085057925299045,0.7087208476255288,1303.2067533382465,0.0005403138647319455
9,249.98646371423004,-8.206186726567365,1303.1280192876868,3.494809177203054,1262.8969672381597,0.0020990085651738494,1.0057977894450107,0.035420826996749186,0.4943499582321716,0.4702292147710792,0.008390838661820827,0.02702998833492836,1.5595006998127687,1.666970569593673,3.657100828311825,0.9997938596500664,0.00020614034993362757,0.0,28.062322566576103,28.062322566576103,16.874168206218005,6.732886519754088,0.0,110.61674034773661,0.23688997048518692,0.09762134646310383,1242.9729334138383,34.96630940031858,105.37750832141234,0.15910897709816696,0.0003966533232536013,0.00366652893784661,5.5694892851677945e-06,1.794138065061137e-05,0.027630730703724224,0.12962207557161887,0.17570898324920173,0.0,0.0,0.0,0.0,-8.706186726567365,1175.9149074310253,6465.392995361148,10.261906041227059,0.035420826996749186,0.4943499582321716,0.4702292147710792,0.008390838661820827,0.02702998833492836,0.9997938596500664,0.00020614034993362757,0.0,13.275500733346384,0.999741520588208,1.7101650354728735,1.7101650354728735,0.7104235148846656,1303.1280192876868,0.000540555546965225
