,pressure,fO2,wS_melt,wH2O_melt,wCO2_melt,XS_melt,phi_H2O,XS_fluid,XH2O_fluid,XCO2_fluid,XSO2_fluid,XH2S_fluid,phi_H2S,phi_SO2,wS_fluid,melt_fraction,vapor_fraction,crystal_fraction,DS_bulk,kd_combined_wt,kd_combined_molar,kd_RxnI,kd_RxnIa,kd_RxnII,SO2/ST,S6+/ST,water_fugacity,SO2_fugacity,H2S_fugacity,electron_balance,sulfate_m,sulfide_m,SO2_f,H2S_f,ferric,ferrous,ferric_ratio,FeOT,Fe_cr,ferric_cr,ferrous_cr,FMQ
237,51.41270688387826,-9.726771820595973,2300.0,3.67,500.0,0.003318055063405027,0.9634524202910575,0.8810817975383444,0.6585703972277661,-0.5455685339908256,0.444190065739618,0.43689173179872637,0.7999757435325142,0.9148773579028108,90.73659052173454,1.0,0.0,0.0,394.5069153118893,394.5069153118893,265.54164433732086,15.849350193459017,26.487880944326516,293.6807901464816,0.5041416892059752,0.8967249947522988,326.2142643107152,208.9306671105281,179.68884393971248,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.932640122866694
238,50.599598708331854,-9.72767109818928,2300.0,3.67,500.0,0.003318055063405027,0.9639417533840744,0.8942195887119664,0.6585703972277661,-0.558794543567624,0.4535901830191801,0.4406294056927863,0.7987250635701484,0.9133604036807151,91.65796925090866,1.0,0.0,0.0,398.5129097865594,398.5129097865594,269.5011299162431,15.870742415778437,26.855185200375207,298.0698097825412,0.5072469768555744,0.8967249947522988,321.21814524204643,209.62974169349235,178.08111322394103,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.933342647308512
239,49.78649053278542,-9.728570464383063,2300.0,3.67,500.0,0.003318055063405027,0.9644340367015107,0.9077794898904381,0.6585703972277661,-0.5724454975580477,0.46334607660401805,0.44443341328642005,0.7974888922868477,0.911854751241446,92.59518747722133,1.0,0.0,0.0,402.58777164009274,402.58777164009274,273.5878315891672,15.891957869745037,27.234344783578035,302.5996780527493,0.5104169919722908,0.8967249947522988,316.21775284075085,210.35007398460505,176.45861210698328,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.93404517175033
240,48.97338235723899,-9.72946991917732,2300.0,3.67,500.0,0.003318055063405027,0.9649292712755079,0.921782287361609,0.6585703972277661,-0.5865423218269206,0.4734768029299978,0.4483054844316113,0.7962675850862747,0.9103606391112194,93.54850358328878,1.0,0.0,0.0,406.7326242751686,406.7326242751686,277.8080139561232,15.912987387861865,27.62594302964047,307.2773233324707,0.5136536136805328,0.8967249947522988,311.2130400453398,211.09224474868705,174.82083418101553,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.934747696192149
241,48.16027418169256,-9.730369462572051,2300.0,3.67,500.0,0.003318055063405027,0.9654274632975414,0.9362501588600557,0.6585703972277661,-0.601107343029154,0.4840027517488395,0.4522474071112162,0.7950615165238056,0.9088783187054326,94.51817210189994,1.0,0.0,0.0,410.9485743560867,410.9485743560867,282.1683609732699,15.933821430485184,28.030602305017375,312.1101374762876,0.5169587926565948,0.8967249947522988,306.20396140859896,211.85685697978028,173.1672535590696,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.935450220633967
242,47.34716600614615,-9.731269094567256,2300.0,3.67,500.0,0.003318055063405027,0.9659285911852622,0.9512067921222337,0.6585703972277661,-0.6161644079609976,0.4949457706730114,0.4562610214492223,0.7938710816449033,0.9074080552224171,95.50444187090588,1.0,0.0,0.0,415.2367037865473,415.2367037865473,286.67601168321,15.954449511965812,28.448987333157806,317.10601531133887,0.5203345631802522,0.8967249947522988,301.1904626904162,212.6445404842352,171.4973208159569,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.936152745075786
243,46.53405783059972,-9.732168815162938,2300.0,3.67,500.0,0.003318055063405027,0.9664326621535198,0.9666775159487051,0.6585703972277661,-0.6317390155023124,0.5063292804970909,0.46034823545161413,0.7926966974417265,0.9059501286157328,96.50755600150502,1.0,0.0,0.0,419.59806957176096,419.59806957176096,291.3385997147043,15.974861101216405,28.881808867266248,322.27339824450485,0.5237830322350834,0.8967249947522988,296.1724989381395,213.45594706685478,169.81046720299042,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.936855269517604
244,45.72094965505329,-9.73306862435909,2300.0,3.67,500.0,0.003318055063405027,0.9669396734052961,0.9826894449929391,0.6585703972277661,-0.6478584623776178,0.518178427181131,0.4645110178118081,0.7915388044406942,0.9045048346533545,97.52774965524894,1.0,0.0,0.0,424.03369415325625,424.03369415325625,296.16429691931984,15.99504494594855,29.32982775246804,327.62132249273697,0.5273063935115883,0.8967249947522988,291.1500220299586,214.29175588072246,168.1060999060997,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.937557793959423
245,44.907841479506885,-9.733968522155719,2300.0,3.67,500.0,0.003318055063405027,0.9674495946754499,0.999271640231381,0.6585703972277661,-0.6645520047036914,0.5305202448247723,0.46875139540660876,0.7903978684352915,0.9030724860732375,98.56524807059492,1.0,0.0,0.0,428.5445568286736,428.5445568286736,301.16186173411984,16.01498874435655,29.793859426469947,333.15947251920943,0.5309069360778922,0.8967249947522988,286.12297578028364,215.15267653635993,166.38359927590696,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.938260318401241
246,44.09473330396045,-9.73486850855282,2300.0,3.67,500.0,0.003318055063405027,0.967962451235801,1.016455287224752,0.6585703972277661,-0.6818510374478686,0.5433838105157047,0.4730714767090474,0.78927438238033,0.9016534138459318,99.62026678330469,1.0,0.0,0.0,433.13159471002035,433.13159471002035,306.3406929062997,16.03468047635576,30.27477891500478,338.8982403435004,0.5345870274326736,0.8967249947522988,281.09132077943804,216.039441836742,164.64232518408585,0.08234235323171735,0.006432145604023974,0.0007407843819420324,0.0,0.0,0.027015430206953826,0.07641607817618108,0.2611914940550054,7.430933288277944,0.0,0.0,0.0,-10.93896284284306
