,pressure,mean,std,variance
214,172.96563531800882,,,
215,172.51897133016985,,,
216,172.07230734233087,,,
217,171.6256433544919,,,
218,171.1789793666529,,,
219,170.7323153788139,,,
220,170.28565139097492,,,
221,169.83898740313595,,,
222,169.39232341529697,,,
223,168.945659427458,,,
224,168.498995439619,,,
225,168.05233145178,,,
226,167.60566746394102,,,
227,167.15900347610204,,,
228,166.71233948826307,,,
229,166.2656755004241,,,
230,165.8190115125851,,,
231,165.3723475247461,,,
232,164.92568353690712,,,
233,164.47901954906814,,,
234,164.03235556122917,,,
235,163.58569157339016,,,
236,163.1390275855512,,,
237,162.6923635977122,,,
238,162.2456996098732,,,
239,161.79903562203424,,,
240,161.35237163419526,,,
241,160.90570764635626,,,
242,160.4590436585173,,,
243,160.01237967067829,,,
244,159.5657156828393,,,
245,159.11905169500034,,,
246,158.67238770716136,,,
247,158.22572371932236,,,
248,157.7790597314834,,,
249,157.33239574364438,,,
250,156.8857317558054,,,
251,156.43906776796643,,,
252,155.99240378012746,,,
253,155.54573979228846,,,
254,155.09907580444946,,,
255,154.65241181661048,,,
256,154.2057478287715,,,
257,153.75908384093253,,,
258,153.31241985309356,,,
259,152.86575586525456,,,
260,152.41909187741555,,,
261,151.97242788957658,,,
262,151.5257639017376,,,
263,151.07909991389863,,,
264,150.63243592605963,,,
265,150.18577193822065,,,
266,149.73910795038165,,,
267,149.29244396254268,,,
268,148.8457799747037,,,
269,148.39911598686473,,,
270,147.95245199902573,,,
271,147.50578801118675,,,
272,147.05912402334775,,,
273,146.61246003550878,,,
274,146.1657960476698,,,
275,145.71913205983083,,,
276,145.27246807199182,,,
277,144.82580408415285,,,
278,144.37914009631385,,,
279,143.93247610847487,,,
280,143.4858121206359,,,
281,143.03914813279692,,,
282,142.59248414495792,,,
283,142.14582015711892,,,
284,141.69915616927995,,,
285,141.25249218144097,,,
286,140.805828193602,,,
287,140.359164205763,,,
288,139.91250021792402,,,
289,139.46583623008505,,,
290,139.01917224224604,,,
291,138.57250825440707,,,
292,138.1258442665681,,,
293,137.6791802787291,,,
294,137.23251629089012,,,
295,136.78585230305114,,,
296,136.33918831521214,,,
297,135.89252432737317,,,
298,135.4458603395342,,,
299,134.9991963516952,,,
300,134.55253236385622,,,
301,134.10586837601724,,,
302,133.65920438817824,,,
303,133.21254040033926,,,
304,132.7658764125003,,,
305,132.3192124246613,,,
306,131.8725484368223,,,
307,131.4258844489833,,,
308,130.97922046114434,,,
309,130.53255647330536,,,
310,130.08589248546636,,,
311,129.63922849762739,,,
312,129.1925645097884,,,
313,128.7459005219494,,,
314,128.29923653411043,,,
315,127.85257254627146,,,
316,127.40590855843246,,,
317,126.95924457059348,,,
318,126.51258058275451,,,
319,126.0659165949155,,,
320,125.61925260707653,,,
321,125.17258861923756,,,
322,124.72592463139856,,,
323,124.27926064355958,,,
324,123.83259665572061,,,
325,123.3859326678816,,,
326,122.93926868004263,,,
327,122.49260469220366,,,
328,122.04594070436465,,,
329,121.59927671652568,,,
330,121.1526127286867,,,
331,120.7059487408477,,,
332,120.25928475300873,,,
333,119.81262076516975,,,
334,119.36595677733075,,,
335,118.91929278949178,,,
336,118.47262880165277,,,
337,118.0259648138138,,,
338,117.57930082597483,,,
339,117.13263683813582,,,
340,116.68597285029685,,,
341,116.23930886245788,,,
342,115.79264487461887,,,
343,115.3459808867799,,,
344,114.89931689894092,,,
345,114.45265291110192,,,
346,114.00598892326295,,,
347,113.55932493542397,,,
348,113.11266094758497,,,
349,112.665996959746,,,
350,112.21933297190702,,,
351,111.77266898406802,,,
352,111.32600499622905,,,
353,110.87934100839007,,,
354,110.43267702055107,,,
355,109.9860130327121,,,
356,109.53934904487312,,,
357,109.09268505703412,,,
358,108.64602106919514,,,
359,108.19935708135617,,,
360,107.75269309351717,,,
361,107.30602910567819,,,
362,106.85936511783922,,,
363,106.41270113000022,,,
364,105.96603714216124,,,
365,105.51937315432227,,,
366,105.07270916648326,,,
367,104.62604517864429,,,
368,104.17938119080532,,,
369,103.73271720296631,,,
370,103.28605321512734,,,
371,102.83938922728834,,,
372,102.39272523944936,,,
373,101.94606125161039,,,
374,101.49939726377139,,,
375,101.05273327593241,,,
376,100.60606928809344,,,
377,100.15940530025443,,,
378,99.71274131241546,,,
379,99.26607732457649,,,
380,98.81941333673748,,,
381,98.37274934889851,,,
382,97.92608536105953,,,
383,97.47942137322053,,,
384,97.03275738538156,,,
385,96.58609339754258,,,
386,96.13942940970358,,,
387,95.6927654218646,,,
388,95.24610143402563,,,
389,94.79943744618663,,,
390,94.35277345834766,,,
391,93.90610947050868,,,
392,93.45944548266968,,,
393,93.0127814948307,,,
394,92.56611750699173,,,
395,92.11945351915273,,,
396,91.67278953131375,,,
397,91.22612554347478,,,
398,90.77946155563578,,,
399,90.3327975677968,,,
400,89.8861335799578,,,
401,89.43946959211883,,,
402,88.99280560427985,,,
403,88.54614161644085,,,
404,88.09947762860187,,,
405,87.6528136407629,,,
406,87.2061496529239,,,
407,86.75948566508492,,,
408,86.31282167724595,,,
409,85.86615768940695,,,
410,85.41949370156797,,,
411,84.972829713729,,,
412,84.52616572589,,,
413,84.07950173805102,,,
414,83.63283775021205,,,
415,83.18617376237304,,,
416,82.73950977453407,,,
417,82.2928457866951,,,
418,81.8461817988561,,,
419,81.39951781101712,,,
420,80.95285382317815,,,
421,80.50618983533914,,,
422,80.05952584750017,,,
423,79.6128618596612,,,
424,79.16619787182219,,,
425,78.71953388398322,,,
426,78.27286989614424,,,
427,77.82620590830524,,,
428,77.37954192046627,,,
429,76.93287793262729,,,
430,76.48621394478829,,,
431,76.03954995694932,,,
432,75.59288596911034,,,
433,75.14622198127134,,,
434,74.69955799343236,,,
435,74.25289400559336,,,
436,73.80623001775439,,,
437,73.35956602991541,,,
438,72.91290204207641,,,
439,72.46623805423744,,,
440,72.01957406639846,,,
441,71.57291007855946,,,
442,71.12624609072049,,,
443,70.67958210288151,,,
444,70.23291811504251,,,
445,69.78625412720353,,,
446,69.33959013936456,,,
447,68.89292615152556,,,
448,68.44626216368658,,,
449,67.99959817584761,,,
450,67.5529341880086,,,
451,67.10627020016963,,,
452,66.65960621233066,,,
453,66.21294222449166,,,
454,65.76627823665268,,,
455,65.3196142488137,,,
456,64.8729502609747,,,
457,64.42628627313573,,,
458,63.979622285296756,,,
459,63.53295829745775,,,
460,63.08629430961878,,,
461,62.639630321779805,,,
462,62.1929663339408,,,
463,61.74630234610183,,,
464,61.299638358262825,,,
465,60.85297437042385,,,
466,60.40631038258488,,,
467,59.959646394745874,,,
468,59.5129824069069,,,
469,59.066318419067926,,,
470,58.61965443122892,,,
471,58.17299044338995,,,
472,57.726326455550975,,,
473,57.27966246771197,,,
474,56.832998479873,,,
475,56.386334492034024,,,
476,55.93967050419502,,,
477,55.49300651635605,,,
478,55.04634252851707,,,
479,54.59967854067807,,,
480,54.153014552839096,,,
481,53.70635056500012,,,
482,53.25968657716112,,,
483,52.813022589322145,,,
484,52.36635860148317,,,
485,51.91969461364417,,,
486,51.473030625805194,,,
487,51.02636663796622,,,
488,50.57970265012722,,,
489,50.13303866228824,,,
490,49.68637467444927,,,
491,49.239710686610266,,,
492,48.79304669877129,,,
493,48.34638271093232,,,
494,47.899718723093315,,,
495,47.45305473525434,,,
496,47.00639074741537,,,
497,46.559726759576364,,,
498,46.11306277173739,,,
499,45.66639878389839,,,
500,45.21973479605941,,,
501,44.77307080822044,,,
502,44.326406820381436,,,
503,43.87974283254246,,,
504,43.43307884470349,,,
505,42.986414856864485,,,
506,42.53975086902551,,,
507,42.09308688118654,,,
508,41.646422893347534,,,
509,41.19975890550856,,,
510,40.753094917669586,,,
511,40.30643092983058,,,
512,39.85976694199161,,,
513,39.413102954152635,,,
514,38.96643896631363,,,
515,38.51977497847466,,,
516,38.07311099063568,,,
517,37.62644700279668,,,
518,37.17978301495771,,,
519,36.73311902711873,,,
520,36.28645503927973,,,
521,35.839791051440756,,,
522,35.39312706360178,,,
523,34.94646307576278,,,
524,34.499799087923805,,,
525,34.05313510008483,,,
526,33.60647111224583,,,
527,33.15980712440685,,,
528,32.71314313656785,,,
529,32.26647914872888,,,
530,31.819815160889902,,,
531,31.3731511730509,,,
532,30.926487185211926,,,
533,30.47982319737295,,,
534,30.03315920953395,,,
535,29.586495221694975,,,
536,29.139831233856,,,
537,28.693167246016998,,,
538,28.246503258178024,,,
539,27.79983927033905,,,
540,27.353175282500047,,,
541,26.906511294661072,,,
542,26.4598473068221,,,
543,26.013183318983096,,,
544,25.56651933114412,,,
545,25.119855343305147,,,
546,24.673191355466145,,,
547,24.22652736762717,,,
548,23.779863379788196,,,
549,23.333199391949194,,,
550,22.88653540411022,,,
551,22.439871416271245,,,
552,21.993207428432243,,,
553,21.54654344059327,,,
554,21.099879452754294,,,
555,20.65321546491529,,,
556,20.206551477076317,,,
557,19.759887489237343,,,
558,19.31322350139834,,,
559,18.866559513559366,,,
560,18.419895525720392,,,
561,17.97323153788139,,,
562,17.526567550042415,,,
563,17.079903562203413,,,
564,16.63323957436444,,,
565,16.186575586525464,,,
566,15.739911598686462,,,
567,15.293247610847487,,,
568,14.846583623008513,,,
569,14.39991963516951,,,
570,13.953255647330536,,,
571,13.506591659491562,,,
572,13.05992767165256,,,
573,12.613263683813585,,,
574,12.166599695974583,,,
575,11.719935708135608,,,
576,11.273271720296634,,,
577,10.82660773245766,,,
578,10.379943744618686,,,
579,9.933279756779655,,,
580,9.48661576894068,,,
581,9.039951781101706,,,
582,8.593287793262732,,,
583,8.146623805423758,,,
584,7.699959817584784,,,
585,7.253295829745753,,,
586,6.806631841906778,,,
587,6.359967854067804,,,
588,5.91330386622883,,,
589,5.466639878389856,,,
590,5.019975890550882,,,
591,4.5733119027118505,,,
592,4.126647914872876,,,
593,3.679983927033902,,,
594,3.233319939194928,,,
595,2.7866559513559537,,,
596,2.3399919635169795,,,
597,1.8933279756779484,,,
598,1.4466639878389742,,,
599,1.0,,,
