,pressure,mean,std,variance
440,293.2174076115198,,,
441,292.6946573295671,,,
442,292.17190704761447,,,
443,291.6491567656618,,,
444,291.1264064837092,,,
445,290.6036562017566,,,
446,290.08090591980397,,,
447,289.5581556378513,,,
448,289.0354053558987,,,
449,288.51265507394606,,,
450,287.98990479199347,,,
451,287.4671545100408,,,
452,286.94440422808816,,,
453,286.42165394613556,,,
454,285.89890366418297,,,
455,285.3761533822303,,,
456,284.85340310027766,,,
457,284.330652818325,,,
458,283.8079025363724,,,
459,283.2851522544198,,,
460,282.76240197246716,,,
461,282.2396516905145,,,
462,281.71690140856185,,,
463,281.19415112660926,,,
464,280.67140084465666,,,
465,280.148650562704,,,
466,279.62590028075135,,,
467,279.10314999879876,,,
468,278.58039971684616,,,
469,278.0576494348935,,,
470,277.53489915294085,,,
471,277.0121488709882,,,
472,276.4893985890356,,,
473,275.966648307083,,,
474,275.44389802513035,,,
475,274.9211477431777,,,
476,274.39839746122504,,,
477,273.87564717927245,,,
478,273.35289689731985,,,
479,272.8301466153672,,,
480,272.30739633341454,,,
481,271.78464605146195,,,
482,271.2618957695093,,,
483,270.7391454875567,,,
484,270.21639520560404,,,
485,269.6936449236514,,,
486,269.1708946416988,,,
487,268.6481443597462,,,
488,268.12539407779354,,,
489,267.6026437958409,,,
490,267.0798935138883,,,
491,266.55714323193564,,,
492,266.034392949983,,,
493,265.5116426680304,,,
494,264.98889238607774,,,
495,264.46614210412514,,,
496,263.9433918221725,,,
497,263.4206415402199,,,
498,262.89789125826724,,,
499,262.3751409763146,,,
500,261.852390694362,,,
501,261.32964041240933,,,
502,260.80689013045674,,,
503,260.2841398485041,,,
504,259.7613895665515,,,
505,259.23863928459883,,,
506,258.7158890026462,,,
507,258.1931387206936,,,
508,257.67038843874093,,,
509,257.14763815678833,,,
510,256.6248878748357,,,
511,256.1021375928831,,,
512,255.57938731093043,,,
513,255.05663702897778,,,
514,254.53388674702518,,,
515,254.01113646507252,,,
516,253.48838618311993,,,
517,252.96563590116727,,,
518,252.44288561921468,,,
519,251.92013533726202,,,
520,251.39738505530937,,,
521,250.87463477335677,,,
522,250.35188449140412,,,
523,249.82913420945152,,,
524,249.30638392749887,,,
525,248.78363364554627,,,
526,248.26088336359362,,,
527,247.73813308164097,,,
528,247.21538279968837,,,
529,246.69263251773572,,,
530,246.16988223578312,,,
531,245.64713195383047,,,
532,245.12438167187787,,,
533,244.60163138992522,,,
534,244.07888110797256,,,
535,243.55613082601997,,,
536,243.0333805440673,,,
537,242.51063026211472,,,
538,241.98787998016206,,,
539,241.4651296982094,,,
540,240.9423794162568,,,
541,240.41962913430416,,,
542,239.89687885235156,,,
543,239.3741285703989,,,
544,238.8513782884463,,,
545,238.32862800649366,,,
546,237.805877724541,,,
547,237.2831274425884,,,
548,236.76037716063576,,,
549,236.23762687868316,,,
550,235.7148765967305,,,
551,235.1921263147779,,,
552,234.66937603282526,,,
553,234.1466257508726,,,
554,233.62387546892,,,
555,233.10112518696735,,,
556,232.57837490501475,,,
557,232.0556246230621,,,
558,231.5328743411095,,,
559,231.01012405915685,,,
560,230.4873737772042,,,
561,229.9646234952516,,,
562,229.44187321329895,,,
563,228.91912293134635,,,
564,228.3963726493937,,,
565,227.8736223674411,,,
566,227.35087208548845,,,
567,226.8281218035358,,,
568,226.3053715215832,,,
569,225.78262123963054,,,
570,225.25987095767795,,,
571,224.7371206757253,,,
572,224.2143703937727,,,
573,223.69162011182004,,,
574,223.1688698298674,,,
575,222.6461195479148,,,
576,222.12336926596214,,,
577,221.60061898400954,,,
578,221.0778687020569,,,
579,220.5551184201043,,,
580,220.03236813815164,,,
581,219.509617856199,,,
582,218.9868675742464,,,
583,218.46411729229374,,,
584,217.94136701034114,,,
585,217.41861672838849,,,
586,216.8958664464359,,,
587,216.37311616448324,,,
588,215.85036588253058,,,
589,215.32761560057799,,,
590,214.80486531862533,,,
591,214.28211503667274,,,
592,213.75936475472008,,,
593,213.23661447276743,,,
594,212.71386419081483,,,
595,212.19111390886218,,,
596,211.66836362690958,,,
597,211.14561334495693,,,
598,210.62286306300433,,,
599,210.10011278105168,,,
600,209.57736249909902,,,
601,209.05461221714643,,,
602,208.53186193519377,,,
603,208.00911165324118,,,
604,207.48636137128852,,,
605,206.96361108933593,,,
606,206.44086080738327,,,
607,205.91811052543062,,,
608,205.39536024347802,,,
609,204.87260996152537,,,
610,204.34985967957277,,,
611,203.82710939762012,,,
612,203.30435911566752,,,
613,202.78160883371487,,,
614,202.25885855176222,,,
615,201.73610826980962,,,
616,201.21335798785697,,,
617,200.69060770590437,,,
618,200.16785742395172,,,
619,199.64510714199912,,,
620,199.12235686004647,,,
621,198.5996065780938,,,
622,198.07685629614122,,,
623,197.55410601418856,,,
624,197.03135573223597,,,
625,196.5086054502833,,,
626,195.98585516833072,,,
627,195.46310488637806,,,
628,194.9403546044254,,,
629,194.4176043224728,,,
630,193.89485404052016,,,
631,193.37210375856756,,,
632,192.8493534766149,,,
633,192.3266031946623,,,
634,191.80385291270966,,,
635,191.281102630757,,,
636,190.7583523488044,,,
637,190.23560206685175,,,
638,189.71285178489916,,,
639,189.1901015029465,,,
640,188.66735122099385,,,
641,188.14460093904125,,,
642,187.6218506570886,,,
643,187.099100375136,,,
644,186.57635009318335,,,
645,186.05359981123075,,,
646,185.5308495292781,,,
647,185.00809924732545,,,
648,184.48534896537285,,,
649,183.9625986834202,,,
650,183.4398484014676,,,
651,182.91709811951495,,,
652,182.39434783756235,,,
653,181.8715975556097,,,
654,181.34884727365704,,,
655,180.82609699170445,,,
656,180.3033467097518,,,
657,179.7805964277992,,,
658,179.25784614584654,,,
659,178.73509586389395,,,
660,178.2123455819413,,,
661,177.68959529998864,,,
662,177.16684501803604,,,
663,176.6440947360834,,,
664,176.1213444541308,,,
665,175.59859417217814,,,
666,175.07584389022554,,,
667,174.5530936082729,,,
668,174.03034332632024,,,
669,173.50759304436764,,,
670,172.98484276241498,,,
671,172.4620924804624,,,
672,171.93934219850973,,,
673,171.41659191655714,,,
674,170.89384163460448,,,
675,170.37109135265183,,,
676,169.84834107069923,,,
677,169.32559078874658,,,
678,168.80284050679398,,,
679,168.28009022484133,,,
680,167.75733994288873,,,
681,167.23458966093608,,,
682,166.71183937898343,,,
683,166.18908909703083,,,
684,165.66633881507818,,,
685,165.14358853312558,,,
686,164.62083825117293,,,
687,164.09808796922033,,,
688,163.57533768726768,,,
689,163.05258740531502,,,
690,162.52983712336243,,,
691,162.00708684140977,,,
692,161.48433655945718,,,
693,160.96158627750452,,,
694,160.43883599555187,,,
695,159.91608571359927,,,
696,159.39333543164662,,,
697,158.87058514969402,,,
698,158.34783486774137,,,
699,157.82508458578877,,,
700,157.30233430383612,,,
701,156.77958402188347,,,
702,156.25683373993087,,,
703,155.73408345797822,,,
704,155.21133317602562,,,
705,154.68858289407297,,,
706,154.16583261212037,,,
707,153.64308233016772,,,
708,153.12033204821506,,,
709,152.59758176626246,,,
710,152.0748314843098,,,
711,151.55208120235721,,,
712,151.02933092040456,,,
713,150.50658063845196,,,
714,149.9838303564993,,,
715,149.46108007454666,,,
716,148.93832979259406,,,
717,148.4155795106414,,,
718,147.8928292286888,,,
719,147.37007894673616,,,
720,146.84732866478356,,,
721,146.3245783828309,,,
722,145.80182810087825,,,
723,145.27907781892566,,,
724,144.756327536973,,,
725,144.2335772550204,,,
726,143.71082697306775,,,
727,143.18807669111516,,,
728,142.6653264091625,,,
729,142.14257612720985,,,
730,141.61982584525725,,,
731,141.0970755633046,,,
732,140.574325281352,,,
733,140.05157499939935,,,
734,139.52882471744675,,,
735,139.0060744354941,,,
736,138.48332415354145,,,
737,137.96057387158885,,,
738,137.4378235896362,,,
739,136.9150733076836,,,
740,136.39232302573095,,,
741,135.86957274377835,,,
742,135.3468224618257,,,
743,134.82407217987304,,,
744,134.30132189792045,,,
745,133.7785716159678,,,
746,133.2558213340152,,,
747,132.73307105206254,,,
748,132.2103207701099,,,
749,131.6875704881573,,,
750,131.16482020620464,,,
751,130.64206992425204,,,
752,130.1193196422994,,,
753,129.5965693603468,,,
754,129.07381907839414,,,
755,128.55106879644148,,,
756,128.0283185144889,,,
757,127.50556823253623,,,
758,126.98281795058364,,,
759,126.46006766863098,,,
760,125.93731738667839,,,
761,125.41456710472573,,,
762,124.89181682277308,,,
763,124.36906654082048,,,
764,123.84631625886783,,,
765,123.32356597691523,,,
766,122.80081569496258,,,
767,122.27806541300998,,,
768,121.75531513105733,,,
769,121.23256484910468,,,
770,120.70981456715208,,,
771,120.18706428519943,,,
772,119.66431400324683,,,
773,119.14156372129418,,,
774,118.61881343934158,,,
775,118.09606315738893,,,
776,117.57331287543627,,,
777,117.05056259348368,,,
778,116.52781231153102,,,
779,116.00506202957843,,,
780,115.48231174762577,,,
781,114.95956146567318,,,
782,114.43681118372052,,,
783,113.91406090176787,,,
784,113.39131061981527,,,
785,112.86856033786262,,,
786,112.34581005591002,,,
787,111.82305977395737,,,
788,111.30030949200477,,,
789,110.77755921005212,,,
790,110.25480892809946,,,
791,109.73205864614687,,,
792,109.20930836419421,,,
793,108.68655808224162,,,
794,108.16380780028896,,,
795,107.64105751833631,,,
796,107.11830723638371,,,
797,106.59555695443106,,,
798,106.07280667247846,,,
799,105.55005639052581,,,
800,105.02730610857321,,,
801,104.50455582662056,,,
802,103.9818055446679,,,
803,103.45905526271531,,,
804,102.93630498076266,,,
805,102.41355469881006,,,
806,101.8908044168574,,,
807,101.36805413490481,,,
808,100.84530385295216,,,
809,100.3225535709995,,,
810,99.7998032890469,,,
811,99.27705300709425,,,
812,98.75430272514166,,,
813,98.231552443189,,,
814,97.7088021612364,,,
815,97.18605187928375,,,
816,96.6633015973311,,,
817,96.1405513153785,,,
818,95.61780103342585,,,
819,95.09505075147325,,,
820,94.5723004695206,,,
821,94.049550187568,,,
822,93.52679990561535,,,
823,93.0040496236627,,,
824,92.4812993417101,,,
825,91.95854905975744,,,
826,91.43579877780485,,,
827,90.9130484958522,,,
828,90.3902982138996,,,
829,89.86754793194694,,,
830,89.34479764999429,,,
831,88.8220473680417,,,
832,88.29929708608904,,,
833,87.77654680413644,,,
834,87.25379652218379,,,
835,86.7310462402312,,,
836,86.20829595827854,,,
837,85.68554567632589,,,
838,85.16279539437329,,,
839,84.64004511242064,,,
840,84.11729483046804,,,
841,83.59454454851539,,,
842,83.07179426656279,,,
843,82.54904398461014,,,
844,82.02629370265748,,,
845,81.50354342070489,,,
846,80.98079313875223,,,
847,80.45804285679964,,,
848,79.93529257484698,,,
849,79.41254229289433,,,
850,78.88979201094173,,,
851,78.36704172898908,,,
852,77.84429144703648,,,
853,77.32154116508383,,,
854,76.79879088313123,,,
855,76.27604060117858,,,
856,75.75329031922593,,,
857,75.23054003727333,,,
858,74.70778975532068,,,
859,74.18503947336808,,,
860,73.66228919141543,,,
861,73.13953890946283,,,
862,72.61678862751018,,,
863,72.09403834555752,,,
864,71.57128806360492,,,
865,71.04853778165227,,,
866,70.52578749969967,,,
867,70.00303721774702,,,
868,69.48028693579442,,,
869,68.95753665384177,,,
870,68.43478637188912,,,
871,67.91203608993652,,,
872,67.38928580798387,,,
873,66.86653552603127,,,
874,66.34378524407862,,,
875,65.82103496212602,,,
876,65.29828468017337,,,
877,64.77553439822071,,,
878,64.25278411626812,,,
879,63.73003383431546,,,
880,63.20728355236287,,,
881,62.68453327041021,,,
882,62.16178298845762,,,
883,61.63903270650496,,,
884,61.11628242455231,,,
885,60.59353214259971,,,
886,60.07078186064706,,,
887,59.54803157869446,,,
888,59.02528129674181,,,
889,58.50253101478921,,,
890,57.97978073283656,,,
891,57.457030450883906,,,
892,56.93428016893131,,,
893,56.411529886978656,,,
894,55.88877960502606,,,
895,55.366029323073406,,,
896,54.84327904112081,,,
897,54.320528759168155,,,
898,53.7977784772155,,,
899,53.275028195262905,,,
900,52.75227791331025,,,
901,52.229527631357655,,,
902,51.706777349405,,,
903,51.18402706745235,,,
904,50.66127678549975,,,
905,50.1385265035471,,,
906,49.6157762215945,,,
907,49.09302593964185,,,
908,48.57027565768925,,,
909,48.0475253757366,,,
910,47.524775093783944,,,
911,47.00202481183135,,,
912,46.479274529878694,,,
913,45.9565242479261,,,
914,45.433773965973444,,,
915,44.91102368402085,,,
916,44.388273402068194,,,
917,43.86552312011554,,,
918,43.342772838162944,,,
919,42.82002255621029,,,
920,42.29727227425769,,,
921,41.77452199230504,,,
922,41.25177171035244,,,
923,40.72902142839979,,,
924,40.206271146447136,,,
925,39.68352086449454,,,
926,39.160770582541886,,,
927,38.63802030058929,,,
928,38.115270018636636,,,
929,37.59251973668404,,,
930,37.069769454731386,,,
931,36.54701917277873,,,
932,36.024268890826136,,,
933,35.50151860887348,,,
934,34.978768326920886,,,
935,34.45601804496823,,,
936,33.933267763015635,,,
937,33.41051748106298,,,
938,32.88776719911033,,,
939,32.36501691715773,,,
940,31.84226663520508,,,
941,31.31951635325248,,,
942,30.796766071299828,,,
943,30.27401578934723,,,
944,29.751265507394578,,,
945,29.228515225441924,,,
946,28.705764943489328,,,
947,28.183014661536674,,,
948,27.660264379584078,,,
949,27.137514097631424,,,
950,26.61476381567877,,,
951,26.092013533726174,,,
952,25.56926325177352,,,
953,25.046512969820924,,,
954,24.52376268786827,,,
955,24.001012405915674,,,
956,23.47826212396302,,,
957,22.955511842010367,,,
958,22.43276156005777,,,
959,21.910011278105117,,,
960,21.38726099615252,,,
961,20.864510714199866,,,
962,20.34176043224727,,,
963,19.819010150294616,,,
964,19.296259868341963,,,
965,18.773509586389366,,,
966,18.250759304436713,,,
967,17.728009022484116,,,
968,17.205258740531463,,,
969,16.682508458578866,,,
970,16.159758176626212,,,
971,15.637007894673559,,,
972,15.114257612720962,,,
973,14.591507330768309,,,
974,14.068757048815712,,,
975,13.546006766863059,,,
976,13.023256484910462,,,
977,12.500506202957808,,,
978,11.977755921005155,,,
979,11.455005639052558,,,
980,10.932255357099962,,,
981,10.409505075147308,,,
982,9.886754793194655,,,
983,9.364004511242001,,,
984,8.841254229289348,,,
985,8.318503947336808,,,
986,7.795753665384154,,,
987,7.273003383431501,,,
988,6.750253101478847,,,
989,6.227502819526308,,,
990,5.704752537573654,,,
991,5.182002255621001,,,
992,4.659251973668347,,,
993,4.136501691715694,,,
994,3.613751409763154,,,
995,3.0910011278105003,,,
996,2.568250845857847,,,
997,2.0455005639051933,,,
998,1.5227502819525398,,,
999,1.0,,,
